Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Projected Value,Actual Scored,Iteration,date,NumGames,Risk,Date
Michael Kidd-Gilchrist,Hassan Whiteside,Robin Lopez,Kevin Love,Bradley Beal,Klay Thompson,Eric Gordon,Rajon Rondo,CHA,MIA,CHI,CLE,WAS,GS,HOU,CHI,SF,C,C,PF,SG,SG,SG,PG,286.358,194.25,46,Dec102016,0,92.0,2016-12-10
Brook Lopez,Greg Monroe,Jimmy Butler,Nicolas Batum,Sean Kilpatrick,Draymond Green,Jeff Teague,Elfrid Payton,BKN,MIL,CHI,CHA,BKN,GS,IND,ORL,C,C,SG,SG,SG,PF,PG,PG,285.238,194.0,67,Dec102016,0,93.7,2016-12-10
Hassan Whiteside,Rudy Gobert,Patrick McCaw,Dwyane Wade,Klay Thompson,Sean Kilpatrick,Jeff Teague,Jabari Parker,MIA,UTA,GS,CHI,GS,BKN,IND,MIL,C,C,SG,SG,SG,SG,PG,SF,284.998,194.0,74,Dec102016,0,85.37,2016-12-10
DeMarcus Cousins,Brook Lopez,Robin Lopez,Trevor Booker,Nicolas Batum,Evan Turner,Bradley Beal,Elfrid Payton,SAC,BKN,CHI,BKN,CHA,POR,WAS,ORL,PF,C,C,PF,SG,SG,SG,PG,285.998,193.5,50,Dec102016,0,96.47,2016-12-10
DeMarcus Cousins,Hassan Whiteside,Nikola Jokic,Trevor Booker,Darrell Arthur,Nicolas Batum,Matthew Dellavedova,Klay Thompson,SAC,MIA,DEN,BKN,DEN,CHA,MIL,GS,PF,C,C,PF,PF,SG,PG,SG,287.238,192.25,33,Dec102016,0,92.51,2016-12-10
DeMarcus Cousins,Rudy Gobert,Robin Lopez,Kevin Love,Evan Turner,Klay Thompson,Sean Kilpatrick,Rodney Stuckey,SAC,UTA,CHI,CLE,POR,GS,BKN,IND,PF,C,C,PF,SG,SG,SG,PG,287.008,190.0,37,Dec102016,0,89.61,2016-12-10
Hassan Whiteside,John Henson,Trevor Booker,Kevin Love,Nicolas Batum,Evan Turner,Sean Kilpatrick,Jeff Teague,MIA,MIL,BKN,CLE,CHA,POR,BKN,IND,C,C,PF,PF,SG,SG,SG,PG,292.328,184.75,4,Dec102016,0,89.96,2016-12-10
DeMarcus Cousins,Michael Kidd-Gilchrist,Brook Lopez,Nikola Jokic,Ryan Anderson,Nicolas Batum,Rodney McGruder,Stephen Curry,SAC,CHA,BKN,DEN,HOU,CHA,MIA,GS,PF,SF,C,C,PF,SG,SG,PG,284.358,183.75,85,Dec102016,0,91.68,2016-12-10
DeMarcus Cousins,Michael Kidd-Gilchrist,Brook Lopez,Greg Monroe,Trevor Booker,Klay Thompson,Jeff Teague,Rajon Rondo,SAC,CHA,BKN,MIL,BKN,GS,IND,CHI,PF,SF,C,C,PF,SG,PG,PG,289.868,169.75,9,Dec102016,0,100.59,2016-12-10
Russell Westbrook,Leandro Barbosa,Julius Randle,Marcus Morris,Enes Kanter,Andrew Wiggins,Kristaps Porzingis,Ersan Ilyasova,OKC,PHO,LAL,DET,OKC,MIN,NY,PHI,PG,PG,PF,SF,C,SF,PF,PF,271.918,309.5,37,Dec112016,0,89.17,2016-12-11
Russell Westbrook,Stephen Curry,Nik Stauskas,Andre Roberson,Tobias Harris,Luol Deng,Tyson Chandler,Kristaps Porzingis,OKC,GS,PHI,OKC,DET,LAL,PHO,NY,PG,PG,SG,SG,SF,SF,C,PF,269.138,304.75,84,Dec112016,0,81.45,2016-12-11
Stephen Curry,Lou Williams,Gerald Henderson,Eric Bledsoe,Julius Randle,Enes Kanter,Jae Crowder,Kristaps Porzingis,GS,LAL,PHI,PHO,LAL,OKC,BOS,NY,PG,SG,SG,PG,PF,C,SF,PF,269.858,303.75,68,Dec112016,0,88.55,2016-12-11
Lou Williams,Avery Bradley,Zach LaVine,Karl-Anthony Towns,Andre Drummond,Solomon Hill,Kristaps Porzingis,Jared Dudley,LAL,BOS,MIN,MIN,DET,NO,NY,PHO,SG,SG,SG,PF,C,SF,PF,PF,268.938,299.5,94,Dec112016,0,81.68,2016-12-11
Eric Bledsoe,Karl-Anthony Towns,Julius Randle,Andre Drummond,Joakim Noah,Jrue Holiday,Robert Covington,Ersan Ilyasova,PHO,MIN,LAL,DET,NY,NO,PHI,PHI,PG,PF,PF,C,C,PG,SF,PF,271.958,296.5,36,Dec112016,0,104.71,2016-12-11
Stephen Curry,Nik Stauskas,Marcus Smart,Eric Bledsoe,Julius Randle,Jahlil Okafor,Andre Drummond,Steven Adams,GS,PHI,BOS,PHO,LAL,PHI,DET,OKC,PG,SG,SG,PG,PF,PF,C,C,270.908,293.0,52,Dec112016,0,84.62,2016-12-11
Russell Westbrook,Stephen Curry,Zach LaVine,Courtney Lee,Anthony Morrow,Jahlil Okafor,Luol Deng,Andre Drummond,OKC,GS,MIN,NY,OKC,PHI,LAL,DET,PG,PG,SG,SG,SG,PF,SF,C,274.188,290.0,12,Dec112016,0,82.57,2016-12-11
Lou Williams,Nik Stauskas,Andre Roberson,Julius Randle,Kevin Durant,Marcus Morris,Al Horford,Kristaps Porzingis,LAL,PHI,OKC,LAL,GS,DET,BOS,NY,SG,SG,SG,PF,SF,SF,C,PF,268.718,287.25,96,Dec112016,0,87.32,2016-12-11
Stephen Curry,Nik Stauskas,Brandon Knight,Andre Drummond,Jrue Holiday,Andrew Wiggins,Kristaps Porzingis,Ersan Ilyasova,GS,PHI,PHO,DET,NO,MIN,NY,PHI,PG,SG,PG,C,PG,SF,PF,PF,272.548,281.5,28,Dec112016,0,90.31,2016-12-11
Stephen Curry,Lou Williams,T.J. McConnell,Anthony Davis,Karl-Anthony Towns,Tyson Chandler,Solomon Hill,Jon Leuer,GS,LAL,PHI,NO,MIN,PHO,NO,DET,PG,SG,PG,PF,PF,C,SF,PF,268.678,281.25,98,Dec112016,0,89.19,2016-12-11
Lou Williams,Klay Thompson,Nik Stauskas,Devin Booker,Andre Drummond,Steven Adams,Carmelo Anthony,Ersan Ilyasova,LAL,GS,PHI,PHO,DET,OKC,NY,PHI,SG,SG,SG,SG,C,C,SF,PF,269.348,279.75,79,Dec112016,0,86.82,2016-12-11
Stephen Curry,Lou Williams,Avery Bradley,Anthony Morrow,Karl-Anthony Towns,Steven Adams,Jrue Holiday,Ersan Ilyasova,GS,LAL,BOS,OKC,MIN,OKC,NO,PHI,PG,SG,SG,SG,PF,C,PG,PF,272.658,276.5,26,Dec112016,0,83.63,2016-12-11
Russell Westbrook,Nik Stauskas,Andre Roberson,Karl-Anthony Towns,Julius Randle,Kelly Olynyk,Andre Drummond,Jared Dudley,OKC,PHI,OKC,MIN,LAL,BOS,DET,PHO,PG,SG,SG,PF,PF,PF,C,PF,272.158,276.5,35,Dec112016,0,87.11,2016-12-11
Lou Williams,Marcus Smart,Leandro Barbosa,Kevin Durant,Andre Drummond,Kristaps Porzingis,Ersan Ilyasova,Richaun Holmes,LAL,BOS,PHO,GS,DET,NY,PHI,PHI,SG,SG,PG,SF,C,PF,PF,PF,273.778,276.5,18,Dec112016,0,85.95,2016-12-11
Klay Thompson,Devin Booker,Leandro Barbosa,Anthony Davis,Karl-Anthony Towns,Luol Deng,Andre Drummond,Richaun Holmes,GS,PHO,PHO,NO,MIN,LAL,DET,PHI,SG,SG,PG,PF,PF,SF,C,PF,269.088,276.0,86,Dec112016,0,96.26,2016-12-11
Russell Westbrook,Stephen Curry,Brandon Knight,Julius Randle,Alexis Ajinca,Robert Covington,Kristaps Porzingis,Richaun Holmes,OKC,GS,PHO,LAL,NO,PHI,NY,PHI,PG,PG,PG,PF,C,SF,PF,PF,271.568,275.75,42,Dec112016,0,84.49,2016-12-11
Russell Westbrook,Terry Rozier,Karl-Anthony Towns,Julius Randle,Tobias Harris,Tyson Chandler,Jaylen Brown,Ersan Ilyasova,OKC,BOS,MIN,LAL,DET,PHO,BOS,PHI,PG,PG,PF,PF,SF,C,SF,PF,269.148,273.5,83,Dec112016,0,89.15,2016-12-11
Stephen Curry,Lou Williams,Devin Booker,Langston Galloway,Jahlil Okafor,Andre Drummond,Kristaps Porzingis,Jon Leuer,GS,LAL,PHO,NO,PHI,DET,NY,DET,PG,SG,SG,PG,PF,C,PF,PF,273.338,273.5,20,Dec112016,0,82.88,2016-12-11
Russell Westbrook,Stephen Curry,Zach LaVine,Devin Booker,Marcus Morris,Alexis Ajinca,Ersan Ilyasova,Jared Dudley,OKC,GS,MIN,PHO,DET,NO,PHI,PHO,PG,PG,SG,SG,SF,C,PF,PF,275.508,273.5,8,Dec112016,0,78.54,2016-12-11
Lou Williams,Nik Stauskas,Eric Bledsoe,Karl-Anthony Towns,Kevin Durant,Enes Kanter,Solomon Hill,Ersan Ilyasova,LAL,PHI,PHO,MIN,GS,OKC,NO,PHI,SG,SG,PG,PF,SF,C,SF,PF,269.968,273.25,64,Dec112016,0,81.25,2016-12-11
Stephen Curry,Andre Roberson,Karl-Anthony Towns,Luol Deng,Andre Drummond,Jrue Holiday,Carmelo Anthony,Jon Leuer,GS,OKC,MIN,LAL,DET,NO,NY,DET,PG,SG,PF,SF,C,PG,SF,PF,269.278,272.75,80,Dec112016,0,87.64,2016-12-11
Stephen Curry,Klay Thompson,Victor Oladipo,Zach LaVine,Andre Drummond,P.J. Tucker,Kristaps Porzingis,Richaun Holmes,GS,GS,OKC,MIN,DET,PHO,NY,PHI,PG,SG,SG,SG,C,SF,PF,PF,269.168,272.75,81,Dec112016,0,88.85,2016-12-11
Stephen Curry,Courtney Lee,Andre Roberson,Eric Bledsoe,Kevin Durant,Luol Deng,Al Horford,Ersan Ilyasova,GS,NY,OKC,PHO,GS,LAL,BOS,PHI,PG,SG,SG,PG,SF,SF,C,PF,271.308,272.25,45,Dec112016,0,86.83,2016-12-11
Russell Westbrook,Stephen Curry,Leandro Barbosa,Karl-Anthony Towns,Julius Randle,Jahlil Okafor,Timofey Mozgov,Solomon Hill,OKC,GS,PHO,MIN,LAL,PHI,LAL,NO,PG,PG,PG,PF,PF,PF,C,SF,273.168,272.0,21,Dec112016,0,81.25,2016-12-11
Russell Westbrook,Zach LaVine,Eric Bledsoe,Steven Adams,Solomon Hill,Kristaps Porzingis,Jon Leuer,Richaun Holmes,OKC,MIN,PHO,OKC,NO,NY,DET,PHI,PG,SG,PG,C,SF,PF,PF,PF,269.448,271.25,76,Dec112016,0,79.43,2016-12-11
Russell Westbrook,Devin Booker,Ian Clark,Julius Randle,Gorgui Dieng,Luol Deng,Andre Drummond,Ersan Ilyasova,OKC,PHO,GS,LAL,MIN,LAL,DET,PHI,PG,SG,PG,PF,PF,SF,C,PF,272.428,269.25,30,Dec112016,0,90.2,2016-12-11
Russell Westbrook,Zach LaVine,Nik Stauskas,Leandro Barbosa,Draymond Green,Andre Drummond,Jaylen Brown,Ersan Ilyasova,OKC,MIN,PHI,PHO,GS,DET,BOS,PHI,PG,SG,SG,PG,PF,C,SF,PF,269.038,268.75,88,Dec112016,0,86.34,2016-12-11
Russell Westbrook,Stephen Curry,Lou Williams,Marcus Smart,Ish Smith,Jahlil Okafor,Enes Kanter,Jared Dudley,OKC,GS,LAL,BOS,DET,PHI,OKC,PHO,PG,PG,SG,SG,PG,PF,C,PF,272.638,268.5,27,Dec112016,0,81.85,2016-12-11
Stephen Curry,Lou Williams,Courtney Lee,Marcus Smart,Gorgui Dieng,Tobias Harris,Andre Drummond,Jrue Holiday,GS,LAL,NY,BOS,MIN,DET,DET,NO,PG,SG,SG,SG,PF,SF,C,PG,269.588,265.75,73,Dec112016,0,87.24,2016-12-11
Russell Westbrook,Stephen Curry,Terry Rozier,Karl-Anthony Towns,Steven Adams,Robert Covington,Jon Leuer,Jared Dudley,OKC,GS,BOS,MIN,OKC,PHI,DET,PHO,PG,PG,PG,PF,C,SF,PF,PF,271.118,265.25,49,Dec112016,0,76.28,2016-12-11
Russell Westbrook,Lou Williams,Klay Thompson,Andre Roberson,Kris Dunn,Jahlil Okafor,Andre Drummond,Joakim Noah,OKC,LAL,GS,OKC,MIN,PHI,DET,NY,PG,SG,SG,SG,PG,PF,C,C,269.478,264.25,75,Dec112016,0,87.95,2016-12-11
Stephen Curry,Lou Williams,Ish Smith,Eric Bledsoe,Karl-Anthony Towns,Andre Drummond,Jaylen Brown,Richaun Holmes,GS,LAL,DET,PHO,MIN,DET,BOS,PHI,PG,SG,PG,PG,PF,C,SF,PF,272.798,263.5,25,Dec112016,0,82.58,2016-12-11
Stephen Curry,Lou Williams,Zach LaVine,Terry Rozier,Andre Roberson,Julius Randle,Andre Drummond,Ersan Ilyasova,GS,LAL,MIN,BOS,OKC,LAL,DET,PHI,PG,SG,SG,PG,SG,PF,C,PF,280.068,262.25,1,Dec112016,0,84.41,2016-12-11
Russell Westbrook,Lou Williams,Zach LaVine,Buddy Hield,Marcus Smart,Brandon Knight,Steven Adams,Ersan Ilyasova,OKC,LAL,MIN,NO,BOS,PHO,OKC,PHI,PG,SG,SG,SG,SG,PG,C,PF,269.818,262.0,69,Dec112016,0,82.34,2016-12-11
Stephen Curry,Terry Rozier,Courtney Lee,Anthony Davis,Julius Randle,Marcus Morris,Al Horford,Robert Covington,GS,BOS,NY,NO,LAL,DET,BOS,PHI,PG,PG,SG,PF,PF,SF,C,SF,270.328,262.0,62,Dec112016,0,99.15,2016-12-11
Russell Westbrook,Lou Williams,Devin Booker,Ish Smith,Leandro Barbosa,Karl-Anthony Towns,Joakim Noah,Ersan Ilyasova,OKC,LAL,PHO,DET,PHO,MIN,NY,PHI,PG,SG,SG,PG,PG,PF,C,PF,274.038,261.75,14,Dec112016,0,87.84,2016-12-11
Stephen Curry,Ish Smith,Anthony Davis,Julius Randle,Luol Deng,Steven Adams,Andrew Wiggins,Ersan Ilyasova,GS,DET,NO,LAL,LAL,OKC,MIN,PHI,PG,PG,PF,PF,SF,C,SF,PF,273.968,261.5,17,Dec112016,0,93.77,2016-12-11
Stephen Curry,Devin Booker,Julius Randle,Jahlil Okafor,Tobias Harris,Al Horford,Jrue Holiday,Ersan Ilyasova,GS,PHO,LAL,PHI,DET,BOS,NO,PHI,PG,SG,PF,PF,SF,C,PG,PF,273.978,261.25,16,Dec112016,0,102.04,2016-12-11
Russell Westbrook,Lou Williams,Zach LaVine,Karl-Anthony Towns,Jahlil Okafor,Alex Len,Jaylen Brown,Jon Leuer,OKC,LAL,MIN,MIN,PHI,PHO,BOS,DET,PG,SG,SG,PF,PF,C,SF,PF,269.098,261.0,85,Dec112016,0,84.23,2016-12-11
Russell Westbrook,Stephen Curry,Lou Williams,Nik Stauskas,Courtney Lee,Patrick McCaw,Karl-Anthony Towns,Alexis Ajinca,OKC,GS,LAL,PHI,NY,GS,MIN,NO,PG,PG,SG,SG,SG,SG,PF,C,269.548,260.75,74,Dec112016,0,73.54,2016-12-11
Stephen Curry,Victor Oladipo,Zach LaVine,Marcus Smart,Eric Bledsoe,Enes Kanter,Jrue Holiday,Ersan Ilyasova,GS,OKC,MIN,BOS,PHO,OKC,NO,PHI,PG,SG,SG,SG,PG,C,PG,PF,271.728,259.5,40,Dec112016,0,95.3,2016-12-11
Russell Westbrook,David West,Lou Williams,Gerald Henderson,Marcus Smart,Langston Galloway,Julius Randle,Andre Drummond,OKC,GS,LAL,PHI,BOS,NO,LAL,DET,PG,PF,SG,SG,SG,PG,PF,C,269.018,259.5,90,Dec112016,0,87.16,2016-12-11
Russell Westbrook,Stephen Curry,Lou Williams,Anthony Morrow,Langston Galloway,Marcus Morris,Joakim Noah,Andrew Wiggins,OKC,GS,LAL,OKC,NO,DET,NY,MIN,PG,PG,SG,SG,PG,SF,C,SF,268.668,259.25,99,Dec112016,0,81.1,2016-12-11
Stephen Curry,Zach LaVine,Kevin Durant,Timofey Mozgov,Jae Crowder,Kristaps Porzingis,Ersan Ilyasova,Jon Leuer,GS,MIN,GS,LAL,BOS,NY,PHI,DET,PG,SG,SF,C,SF,PF,PF,PF,270.638,257.25,51,Dec112016,0,80.23,2016-12-11
Russell Westbrook,Courtney Lee,Leandro Barbosa,Ian Clark,Anthony Davis,Andre Drummond,Enes Kanter,Robert Covington,OKC,NY,PHO,GS,NO,DET,OKC,PHI,PG,SG,PG,PG,PF,C,C,SF,268.538,256.75,100,Dec112016,0,98.63,2016-12-11
Avery Bradley,Zach LaVine,Devin Booker,Jahlil Okafor,Kevin Durant,Andre Drummond,Joakim Noah,Ersan Ilyasova,BOS,MIN,PHO,PHI,GS,DET,NY,PHI,SG,SG,SG,PF,SF,C,C,PF,271.738,256.5,39,Dec112016,0,88.77,2016-12-11
Russell Westbrook,Stephen Curry,Gerald Henderson,Andre Roberson,Julius Randle,Marcus Morris,Alex Len,Jrue Holiday,OKC,GS,PHI,OKC,LAL,DET,PHO,NO,PG,PG,SG,SG,PF,SF,C,PG,272.268,256.0,34,Dec112016,0,88.22,2016-12-11
Lou Williams,Gerald Henderson,Anthony Morrow,Eric Bledsoe,Anthony Davis,Kelly Olynyk,Andre Drummond,Ersan Ilyasova,LAL,PHI,OKC,PHO,NO,BOS,DET,PHI,SG,SG,SG,PG,PF,PF,C,PF,272.418,255.0,31,Dec112016,0,97.96,2016-12-11
Stephen Curry,Langston Galloway,Karl-Anthony Towns,Tobias Harris,Andre Drummond,Jae Crowder,Ersan Ilyasova,Jared Dudley,GS,NO,MIN,DET,DET,BOS,PHI,PHO,PG,PG,PF,SF,C,SF,PF,PF,270.338,250.75,61,Dec112016,0,86.95,2016-12-11
David West,Lou Williams,Zach LaVine,Anthony Davis,Andre Drummond,Steven Adams,Andrew Wiggins,Richaun Holmes,GS,LAL,MIN,NO,DET,OKC,MIN,PHI,PF,SG,SG,PF,C,C,SF,PF,269.808,249.75,70,Dec112016,0,93.68,2016-12-11
Russell Westbrook,Courtney Lee,Patrick McCaw,Anthony Davis,Kelly Olynyk,Marcus Morris,Steven Adams,Ersan Ilyasova,OKC,NY,GS,NO,BOS,DET,OKC,PHI,PG,SG,SG,PF,PF,SF,C,PF,269.418,249.5,77,Dec112016,0,88.69,2016-12-11
Russell Westbrook,Stephen Curry,Terry Rozier,Ish Smith,Alex Len,Solomon Hill,Kristaps Porzingis,Ersan Ilyasova,OKC,GS,BOS,DET,PHO,NO,NY,PHI,PG,PG,PG,PG,C,SF,PF,PF,272.318,249.25,33,Dec112016,0,79.34,2016-12-11
Lou Williams,Avery Bradley,Patrick McCaw,Leandro Barbosa,Anthony Davis,Julius Randle,Jahlil Okafor,Andre Drummond,LAL,BOS,GS,PHO,NO,LAL,PHI,DET,SG,SG,SG,PG,PF,PF,PF,C,270.898,248.5,53,Dec112016,0,94.63,2016-12-11
Stephen Curry,Nik Stauskas,Andre Roberson,Anthony Davis,Karl-Anthony Towns,Marcus Morris,Timofey Mozgov,Ersan Ilyasova,GS,PHI,OKC,NO,MIN,DET,LAL,PHI,PG,SG,SG,PF,PF,SF,C,PF,274.468,247.75,11,Dec112016,0,85.26,2016-12-11
Russell Westbrook,Stephen Curry,Courtney Lee,Marcus Smart,Julius Randle,Joakim Noah,Ersan Ilyasova,Jon Leuer,OKC,GS,NY,BOS,LAL,NY,PHI,DET,PG,PG,SG,SG,PF,C,PF,PF,277.698,247.75,3,Dec112016,0,85.04,2016-12-11
Russell Westbrook,Stephen Curry,Gerald Henderson,Anthony Davis,Luol Deng,Enes Kanter,Jaylen Brown,Jon Leuer,OKC,GS,PHI,NO,LAL,OKC,BOS,DET,PG,PG,SG,PF,SF,C,SF,PF,270.388,247.25,60,Dec112016,0,87.53,2016-12-11
Russell Westbrook,Nik Stauskas,Ish Smith,Patrick McCaw,Eric Bledsoe,Julius Randle,Al Horford,Ersan Ilyasova,OKC,PHI,DET,GS,PHO,LAL,BOS,PHI,PG,SG,PG,SG,PG,PF,C,PF,270.598,246.75,57,Dec112016,0,93.64,2016-12-11
Terry Rozier,Andre Roberson,Eric Bledsoe,Anthony Davis,Karl-Anthony Towns,Julius Randle,Enes Kanter,Jon Leuer,BOS,OKC,PHO,NO,MIN,LAL,OKC,DET,PG,SG,PG,PF,PF,PF,C,PF,269.068,246.25,87,Dec112016,0,91.84,2016-12-11
Russell Westbrook,Stephen Curry,Avery Bradley,Courtney Lee,Devin Booker,Ish Smith,Langston Galloway,Steven Adams,OKC,GS,BOS,NY,PHO,DET,NO,OKC,PG,PG,SG,SG,SG,PG,PG,C,269.628,246.25,72,Dec112016,0,76.51,2016-12-11
Lou Williams,Zach LaVine,Anthony Davis,Marcus Morris,Al Horford,Alex Len,Solomon Hill,Ersan Ilyasova,LAL,MIN,NO,DET,BOS,PHO,NO,PHI,SG,SG,PF,SF,C,C,SF,PF,270.828,245.75,54,Dec112016,0,101.44,2016-12-11
Russell Westbrook,Avery Bradley,Zach LaVine,Andre Roberson,Andre Drummond,Timofey Mozgov,Jrue Holiday,Richaun Holmes,OKC,BOS,MIN,OKC,DET,LAL,NO,PHI,PG,SG,SG,SG,C,C,PG,PF,271.258,245.0,46,Dec112016,0,89.97,2016-12-11
Avery Bradley,Zach LaVine,Brandon Knight,Anthony Davis,Julius Randle,Enes Kanter,Jae Crowder,Ersan Ilyasova,BOS,MIN,PHO,NO,LAL,OKC,BOS,PHI,SG,SG,PG,PF,PF,C,SF,PF,269.868,244.75,67,Dec112016,0,99.89,2016-12-11
Russell Westbrook,Stephen Curry,Buddy Hield,Anthony Morrow,Eric Bledsoe,Tobias Harris,Timofey Mozgov,Ersan Ilyasova,OKC,GS,NO,OKC,PHO,DET,LAL,PHI,PG,PG,SG,SG,PG,SF,C,PF,271.218,243.25,47,Dec112016,0,79.05,2016-12-11
Stephen Curry,Victor Oladipo,Courtney Lee,Gerald Henderson,Devin Booker,Karl-Anthony Towns,Julius Randle,Andre Drummond,GS,OKC,NY,PHI,PHO,MIN,LAL,DET,PG,SG,SG,SG,SG,PF,PF,C,273.148,242.5,22,Dec112016,0,88.6,2016-12-11
Russell Westbrook,Courtney Lee,Brandon Knight,Karl-Anthony Towns,Andre Drummond,Solomon Hill,Ersan Ilyasova,Richaun Holmes,OKC,NY,PHO,MIN,DET,NO,PHI,PHI,PG,SG,PG,PF,C,SF,PF,PF,275.718,241.75,7,Dec112016,0,84.53,2016-12-11
Russell Westbrook,Lou Williams,Marcus Smart,Ian Clark,Anthony Davis,Luol Deng,Joakim Noah,Richaun Holmes,OKC,LAL,BOS,GS,NO,LAL,NY,PHI,PG,SG,SG,PG,PF,SF,C,PF,270.388,240.5,59,Dec112016,0,95.36,2016-12-11
Russell Westbrook,Lou Williams,Patrick McCaw,Andre Drummond,Jrue Holiday,Ersan Ilyasova,Jon Leuer,Jared Dudley,OKC,LAL,GS,DET,NO,PHI,DET,PHO,PG,SG,SG,C,PG,PF,PF,PF,275.438,240.0,10,Dec112016,0,88.67,2016-12-11
Stephen Curry,Lou Williams,Courtney Lee,Devin Booker,Anthony Davis,Enes Kanter,Ersan Ilyasova,Richaun Holmes,GS,LAL,NY,PHO,NO,OKC,PHI,PHI,PG,SG,SG,SG,PF,C,PF,PF,279.458,239.5,2,Dec112016,0,93.19,2016-12-11
Stephen Curry,Nik Stauskas,Anthony Davis,Kevin Durant,Enes Kanter,Joakim Noah,Andrew Wiggins,Jared Dudley,GS,PHI,NO,GS,OKC,NY,MIN,PHO,PG,SG,PF,SF,C,C,SF,PF,269.348,239.25,78,Dec112016,0,90.01,2016-12-11
Russell Westbrook,Stephen Curry,Terry Rozier,Nik Stauskas,Devin Booker,Andre Drummond,Joakim Noah,Richaun Holmes,OKC,GS,BOS,PHI,PHO,DET,NY,PHI,PG,PG,PG,SG,SG,C,C,PF,275.448,239.0,9,Dec112016,0,82.57,2016-12-11
Stephen Curry,Zach LaVine,Andre Roberson,Eric Bledsoe,Anthony Davis,Jahlil Okafor,Joakim Noah,Richaun Holmes,GS,MIN,OKC,PHO,NO,PHI,NY,PHI,PG,SG,SG,PG,PF,PF,C,PF,274.118,239.0,13,Dec112016,0,94.36,2016-12-11
Stephen Curry,Lou Williams,Nik Stauskas,Anthony Morrow,Brandon Knight,Anthony Davis,Jahlil Okafor,Al Horford,GS,LAL,PHI,OKC,PHO,NO,PHI,BOS,PG,SG,SG,SG,PG,PF,PF,C,271.148,238.5,48,Dec112016,0,95.01,2016-12-11
Stephen Curry,Anthony Morrow,Anthony Davis,Julius Randle,Andre Drummond,Jrue Holiday,Richaun Holmes,Jared Dudley,GS,OKC,NO,LAL,DET,NO,PHI,PHO,PG,SG,PF,PF,C,PG,PF,PF,276.328,237.0,6,Dec112016,0,99.92,2016-12-11
Russell Westbrook,Lou Williams,Avery Bradley,Courtney Lee,Andre Roberson,Tobias Harris,Alex Len,Ersan Ilyasova,OKC,LAL,BOS,NY,OKC,DET,PHO,PHI,PG,SG,SG,SG,SG,SF,C,PF,273.068,236.75,23,Dec112016,0,82.62,2016-12-11
Russell Westbrook,Stephen Curry,Zach LaVine,Marcus Smart,Langston Galloway,Gorgui Dieng,Alex Len,Richaun Holmes,OKC,GS,MIN,BOS,NO,MIN,PHO,PHI,PG,PG,SG,SG,PG,PF,C,PF,268.708,236.5,97,Dec112016,0,83.93,2016-12-11
Russell Westbrook,Lou Williams,Zach LaVine,Devin Booker,Julius Randle,Tobias Harris,Anderson Varejao,Richaun Holmes,OKC,LAL,MIN,PHO,LAL,DET,GS,PHI,PG,SG,SG,SG,PF,SF,C,PF,271.918,235.75,38,Dec112016,0,82.37,2016-12-11
Stephen Curry,Reggie Jackson,Lou Williams,Victor Oladipo,Patrick McCaw,Al Horford,Kristaps Porzingis,Ersan Ilyasova,GS,DET,LAL,OKC,GS,BOS,NY,PHI,PG,PG,SG,SG,SG,C,PF,PF,268.938,235.5,93,Dec112016,0,91.56,2016-12-11
Russell Westbrook,Zach LaVine,Gerald Henderson,Anthony Davis,Julius Randle,Joakim Noah,Solomon Hill,Jared Dudley,OKC,MIN,PHI,NO,LAL,NY,NO,PHO,PG,SG,SG,PF,PF,C,SF,PF,270.928,235.25,50,Dec112016,0,95.86,2016-12-11
Stephen Curry,Lou Williams,Victor Oladipo,Devin Booker,Kelly Olynyk,Kevin Durant,Joakim Noah,Jrue Holiday,GS,LAL,OKC,PHO,BOS,GS,NY,NO,PG,SG,SG,SG,PF,SF,C,PG,270.648,233.5,56,Dec112016,0,91.95,2016-12-11
Russell Westbrook,Courtney Lee,Andre Roberson,Ish Smith,Anthony Davis,Julius Randle,Tyson Chandler,Richaun Holmes,OKC,NY,OKC,DET,NO,LAL,PHO,PHI,PG,SG,SG,PG,PF,PF,C,PF,272.488,233.25,29,Dec112016,0,98.88,2016-12-11
Russell Westbrook,Stephen Curry,Lou Williams,Andre Roberson,Leandro Barbosa,Al Horford,Jon Leuer,Richaun Holmes,OKC,GS,LAL,OKC,PHO,BOS,DET,PHI,PG,PG,SG,SG,PG,C,PF,PF,276.568,233.25,4,Dec112016,0,85.81,2016-12-11
Klay Thompson,Avery Bradley,Andre Roberson,Ish Smith,Anthony Davis,Andre Drummond,Ersan Ilyasova,Jared Dudley,GS,BOS,OKC,DET,NO,DET,PHI,PHO,SG,SG,SG,PG,PF,C,PF,PF,269.938,231.5,66,Dec112016,0,92.87,2016-12-11
Stephen Curry,Lou Williams,Terry Rozier,Leandro Barbosa,Anthony Davis,Tobias Harris,Alex Len,Andrew Wiggins,GS,LAL,BOS,PHO,NO,DET,PHO,MIN,PG,SG,PG,PG,PF,SF,C,SF,269.688,231.25,71,Dec112016,0,89.23,2016-12-11
