Name,Team,Position,Dropped,Added,Total,Date
Ersan Ilyasova,PHI ," SF,PF",176,3051,3237,2016-12-09
Kyle O'Quinn,NY ," PF,C",311,2486,2798,2016-12-09
Andrew Harrison,MEM ," PG,SG",2742,38,2793,2016-12-09
Shelvin Mack,UTA , PG,131,2606,2737,2016-12-09
Jameer Nelson,DEN , PG,394,2116,2514,2016-12-09
Langston Galloway,NO ," PG,SG",169,2264,2434,2016-12-09
Kenneth Faried,DEN ," PF,C",2239,98,2349,2016-12-09
Emmanuel Mudiay,DEN , PG,2233,95,2349,2016-12-09
Patrick Beverley,HOU ," PG,SG",135,1886,2031,2016-12-09
Lucas Nogueira,TOR ," PF,C",853,1175,2031,2016-12-09
Patrick Patterson,TOR ," PF,C",1758,201,1967,2016-12-09
Tyler Johnson,MIA ," PG,SG",106,1720,1836,2016-12-09
JaMychal Green,MEM , PF,211,1580,1805,2016-12-09
Dwight Powell,DAL ," PF,C",645,1085,1735,2016-12-09
Patty Mills,SA , PG,380,1261,1655,2016-12-09
Sergio Rodriguez,PHI , PG,327,1281,1619,2016-12-09
Ish Smith,DET , PG,1315,223,1547,2016-12-09
Marvin Williams,CHA ," SF,PF",431,1063,1501,2016-12-09
Tim Frazier,NO ," PG,SG",855,599,1461,2016-12-09
Tyson Chandler,PHO , C,401,1040,1455,2016-12-09
C.J. Miles,IND ," SG,SF",671,760,1436,2016-12-09
Terrence Jones,NO ," SF,PF",1212,158,1382,2016-12-09
Monta Ellis,IND ," PG,SG",1079,267,1370,2016-12-09
Maurice Harkless,POR , SF,1115,150,1286,2016-12-09
Deron Williams,DAL , PG,73,1190,1275,2016-12-09
Terrence Ross,TOR ," SG,SF",963,291,1262,2016-12-09
Kent Bazemore,ATL ," SG,SF",1115,121,1251,2016-12-09
John Henson,MIL ," PF,C",640,575,1224,2016-12-09
Dario Saric,PHI ," SF,PF",463,667,1137,2016-12-09
Channing Frye,CLE ," PF,C",1045,83,1132,2016-12-09
Brandon Jennings,NY , PG,370,757,1130,2016-12-09
Nick Young,LAL ," SG,SF",259,833,1103,2016-12-09
Marco Belinelli,CHA ," SG,SF",236,856,1092,2016-12-09
Jamal Crawford,LAC ," SG,SF",160,899,1063,2016-12-09
Jamal Murray,DEN , SG,952,103,1060,2016-12-09
Courtney Lee,NY ," SG,SF",303,753,1060,2016-12-09
Cody Zeller,CHA ," PF,C",321,708,1042,2016-12-09
Alex Len,PHO ," PF,C",641,375,1029,2016-12-09
Andrew Bogut,DAL , C,970,48,1024,2016-12-09
Frank Kaminsky,CHA ," PF,C",789,232,1022,2016-12-09
Sam Dekker,HOU ," SF,PF",283,713,997,2016-12-09
J.R. Smith,CLE ," SG,SF",818,170,990,2016-12-09
Marcus Smart,BOS , PG,272,702,986,2016-12-09
Jon Leuer,DET ," PF,C",712,246,969,2016-12-09
Thabo Sefolosha,ATL ," SG,SF",433,528,965,2016-12-09
Matt Barnes,SAC ," SG,SF",859,102,963,2016-12-09
Brandon Ingram,LAL ," SG,SF",520,416,945,2016-12-09
Langston Galloway,NO ," PG,SG",278,5691,5969,2016-12-10
Kyle O'Quinn,NY ," PF,C",288,4431,4721,2016-12-10
Troy Daniels,MEM ," PG,SG",4477,90,4573,2016-12-10
Wayne Ellington,MIA ," SG,SF",4029,353,4385,2016-12-10
Sergio Rodriguez,PHI , PG,152,3775,3935,2016-12-10
Andre Roberson,OKC ," SG,SF",196,2904,3102,2016-12-10
Ersan Ilyasova,PHI ," SF,PF",84,2665,2765,2016-12-10
Tony Allen,MEM ," SG,SF",715,1723,2439,2016-12-10
Alex Len,PHO ," PF,C",157,2139,2305,2016-12-10
T.J. Warren,PHO , SF,198,2024,2233,2016-12-10
C.J. Miles,IND ," SG,SF",864,1337,2206,2016-12-10
Ish Smith,DET , PG,1708,427,2140,2016-12-10
Jameer Nelson,DEN , PG,1463,574,2041,2016-12-10
Monta Ellis,IND ," PG,SG",1825,189,2035,2016-12-10
Brandon Jennings,NY , PG,497,1454,1952,2016-12-10
Dario Saric,PHI ," SF,PF",245,1677,1931,2016-12-10
Dwight Powell,DAL ," PF,C",1145,717,1868,2016-12-10
Nerlens Noel,PHI ," PF,C",171,1689,1863,2016-12-10
Tim Frazier,NO ," PG,SG",452,1387,1855,2016-12-10
Shelvin Mack,UTA , PG,899,867,1766,2016-12-10
Patrick Patterson,TOR ," PF,C",1560,123,1689,2016-12-10
Marcus Smart,BOS , PG,262,1399,1673,2016-12-10
Andrew Harrison,MEM ," PG,SG",1609,42,1658,2016-12-10
Nick Young,LAL ," SG,SF",243,1396,1646,2016-12-10
John Henson,MIL ," PF,C",1107,439,1559,2016-12-10
Emmanuel Mudiay,DEN , PG,1363,167,1550,2016-12-10
Tyson Chandler,PHO , C,448,1080,1536,2016-12-10
Jon Leuer,DET ," PF,C",311,1204,1522,2016-12-10
Marvin Williams,CHA ," SF,PF",1222,224,1454,2016-12-10
Patrick Beverley,HOU ," PG,SG",416,996,1422,2016-12-10
Courtney Lee,NY ," SG,SF",368,1031,1405,2016-12-10
Larry Nance Jr.,LAL , PF,259,1138,1401,2016-12-10
Robert Covington,PHI ," SF,PF",249,1133,1390,2016-12-10
Tyler Johnson,MIA ," PG,SG",602,762,1372,2016-12-10
JaMychal Green,MEM , PF,278,1073,1364,2016-12-10
Lucas Nogueira,TOR ," PF,C",1085,272,1358,2016-12-10
Terry Rozier,BOS , PG,62,1249,1311,2016-12-10
Patty Mills,SA , PG,523,732,1267,2016-12-10
Matt Barnes,SAC ," SG,SF",1227,20,1248,2016-12-10
Jamal Murray,DEN , SG,1102,78,1185,2016-12-10
Brandon Ingram,LAL ," SG,SF",552,601,1162,2016-12-10
Frank Kaminsky,CHA ," PF,C",1013,140,1158,2016-12-10
Sean Kilpatrick,BKN ," PG,SG",560,586,1157,2016-12-10
Deron Williams,DAL , PG,353,786,1152,2016-12-10
Bismack Biyombo,ORL ," PF,C",974,113,1099,2016-12-10
Kenneth Faried,DEN ," PF,C",810,261,1099,2016-12-10
J.R. Smith,CLE ," SG,SF",705,368,1080,2016-12-10
Jahlil Okafor,PHI , C,261,804,1078,2016-12-10
Cody Zeller,CHA ," PF,C",697,362,1064,2016-12-10
Lou Williams,LAL ," PG,SG",33,970,1033,2016-12-10
Kelly Oubre Jr.,WAS , SF,101,5572,5673,2016-12-11
Troy Daniels,MEM ," PG,SG",4888,73,4965,2016-12-11
Wayne Ellington,MIA ," SG,SF",4263,186,4455,2016-12-11
Kyle O'Quinn,NY ," PF,C",2302,1727,4031,2016-12-11
Sergio Rodriguez,PHI , PG,1879,1769,3653,2016-12-11
Nick Young,LAL ," SG,SF",247,3266,3518,2016-12-11
Josh Richardson,MIA ," SG,SF",214,3258,3473,2016-12-11
Langston Galloway,NO ," PG,SG",2173,921,3094,2016-12-11
Tony Allen,MEM ," SG,SF",576,2324,2904,2016-12-11
Tim Frazier,NO ," PG,SG",536,2206,2752,2016-12-11
Ish Smith,DET , PG,2424,318,2752,2016-12-11
Andre Roberson,OKC ," SG,SF",1023,1470,2496,2016-12-11
Dario Saric,PHI ," SF,PF",1563,744,2313,2016-12-11
Jon Leuer,DET ," PF,C",1577,638,2223,2016-12-11
Alex Len,PHO ," PF,C",729,1293,2038,2016-12-11
Ersan Ilyasova,PHI ," SF,PF",266,1728,2009,2016-12-11
Jameer Nelson,DEN , PG,1769,216,1988,2016-12-11
Monta Ellis,IND ," PG,SG",1804,135,1963,2016-12-11
Dwight Powell,DAL ," PF,C",934,990,1926,2016-12-11
Patrick Beverley,HOU ," PG,SG",342,1566,1920,2016-12-11
Nerlens Noel,PHI ," PF,C",481,1425,1920,2016-12-11
C.J. Miles,IND ," SG,SF",1271,591,1867,2016-12-11
Emmanuel Mudiay,DEN , PG,1566,271,1851,2016-12-11
Tyler Johnson,MIA ," PG,SG",503,1226,1736,2016-12-11
Brandon Ingram,LAL ," SG,SF",1248,469,1729,2016-12-11
Brandon Jennings,NY , PG,876,839,1718,2016-12-11
Patty Mills,SA , PG,476,1171,1656,2016-12-11
Tyson Chandler,PHO , C,434,1169,1612,2016-12-11
Jamal Crawford,LAC ," SG,SF",304,1212,1521,2016-12-11
Omri Casspi,SAC ," SF,PF",63,1436,1499,2016-12-11
John Henson,MIL ," PF,C",746,695,1454,2016-12-11
Robert Covington,PHI ," SF,PF",345,1079,1432,2016-12-11
Marcus Smart,BOS , PG,406,999,1408,2016-12-11
Andrew Harrison,MEM ," PG,SG",1299,97,1399,2016-12-11
Evan Turner,POR ," SG,SF",1083,309,1397,2016-12-11
Patrick Patterson,TOR ," PF,C",1020,362,1392,2016-12-11
Larry Nance Jr.,LAL , PF,503,853,1360,2016-12-11
JaMychal Green,MEM , PF,216,1100,1326,2016-12-11
Jahlil Okafor,PHI , C,317,992,1320,2016-12-11
Jamal Murray,DEN , SG,1233,72,1308,2016-12-11
Kenneth Faried,DEN ," PF,C",295,980,1304,2016-12-11
Cody Zeller,CHA ," PF,C",412,879,1302,2016-12-11
Frank Kaminsky,CHA ," PF,C",1112,150,1264,2016-12-11
Marvin Williams,CHA ," SF,PF",959,279,1249,2016-12-11
Terrence Jones,NO ," SF,PF",867,374,1248,2016-12-11
T.J. McConnell,PHI , PG,100,1131,1231,2016-12-11
Courtney Lee,NY ," SG,SF",593,628,1224,2016-12-11
Maurice Harkless,POR , SF,702,504,1219,2016-12-11
Sean Kilpatrick,BKN ," PG,SG",857,309,1182,2016-12-11
Lucas Nogueira,TOR ," PF,C",585,582,1171,2016-12-11
Tony Allen,MEM ," SG,SF",325,6645,6970,2016-12-12
Nick Young,LAL ," SG,SF",567,5869,6440,2016-12-12
Tim Frazier,NO ," PG,SG",306,5729,6043,2016-12-12
Kelly Oubre Jr.,WAS , SF,1260,3218,4478,2016-12-12
Troy Daniels,MEM ," PG,SG",4243,156,4403,2016-12-12
Monta Ellis,IND ," PG,SG",3999,193,4207,2016-12-12
Wayne Ellington,MIA ," SG,SF",3695,222,3922,2016-12-12
Tyson Chandler,PHO , C,258,3651,3916,2016-12-12
Sergio Rodriguez,PHI , PG,3320,251,3581,2016-12-12
Kyle O'Quinn,NY ," PF,C",3144,177,3321,2016-12-12
Ish Smith,DET , PG,3212,96,3315,2016-12-12
Jameer Nelson,DEN , PG,2794,160,2958,2016-12-12
Dorian Finney-Smith,DAL ," SF,PF",42,2877,2919,2016-12-12
Dwight Powell,DAL ," PF,C",2001,893,2899,2016-12-12
Josh Richardson,MIA ," SG,SF",469,2425,2898,2016-12-12
Brandon Ingram,LAL ," SG,SF",2745,99,2849,2016-12-12
Jon Leuer,DET ," PF,C",2585,188,2786,2016-12-12
Dario Saric,PHI ," SF,PF",2626,99,2732,2016-12-12
Langston Galloway,NO ," PG,SG",2487,231,2719,2016-12-12
Thabo Sefolosha,ATL ," SG,SF",347,2299,2650,2016-12-12
JaMychal Green,MEM , PF,186,2323,2517,2016-12-12
Andre Roberson,OKC ," SG,SF",1464,851,2316,2016-12-12
Patrick Beverley,HOU ," PG,SG",323,1925,2260,2016-12-12
T.J. Warren,PHO , SF,206,2031,2246,2016-12-12
Brandon Jennings,NY , PG,675,1554,2231,2016-12-12
Omri Casspi,SAC ," SF,PF",233,1960,2193,2016-12-12
Leandro Barbosa,PHO ," PG,SG",106,2036,2142,2016-12-12
Courtney Lee,NY ," SG,SF",448,1661,2112,2016-12-12
Patrick Patterson,TOR ," PF,C",1653,430,2088,2016-12-12
Kenneth Faried,DEN ," PF,C",903,1125,2048,2016-12-12
Jeremy Lin,BKN ," PG,SG",148,1863,2024,2016-12-12
Emmanuel Mudiay,DEN , PG,1464,504,1987,2016-12-12
C.J. Miles,IND ," SG,SF",1416,519,1937,2016-12-12
Patty Mills,SA , PG,507,1364,1880,2016-12-12
John Henson,MIL ," PF,C",1315,527,1859,2016-12-12
Will Barton,DEN ," SG,SF",1381,449,1843,2016-12-12
Alex Len,PHO ," PF,C",1366,440,1814,2016-12-12
Ersan Ilyasova,PHI ," SF,PF",504,1292,1813,2016-12-12
Tyler Johnson,MIA ," SF,PF",342,1433,1777,2016-12-12
Frank Kaminsky,CHA ," PF,C",1546,220,1769,2016-12-12
Andrew Harrison,MEM ," PG,SG",1252,463,1718,2016-12-12
Sean Kilpatrick,BKN ," PG,SG",1388,313,1716,2016-12-12
Maurice Harkless,POR , SF,885,805,1703,2016-12-12
Robert Covington,PHI ," SF,PF",462,1218,1685,2016-12-12
Tyler Johnson,MIA ," PG,SG",637,1022,1668,2016-12-12
Jamal Crawford,LAC ," SG,SF",404,1238,1649,2016-12-12
Terrence Jones,NO ," SF,PF",1255,356,1622,2016-12-12
Larry Nance Jr.,LAL , PF,1355,256,1611,2016-12-12
Ed Davis,POR ," PF,C",233,1350,1584,2016-12-12
Marcus Smart,BOS , PG,619,945,1571,2016-12-12
Dorian Finney-Smith,DAL ," SF,PF",212,15123,15335,2016-12-13
Tyler Johnson,MIA ," SF,PF",214,4809,5023,2016-12-13
Troy Daniels,MEM ," PG,SG",3254,155,3414,2016-12-13
Tony Allen,MEM ," SG,SF",942,2261,3205,2016-12-13
Dwight Powell,DAL ," PF,C",2919,274,3199,2016-12-13
J.R. Smith,CLE ," SG,SF",412,2597,3012,2016-12-13
Kyle O'Quinn,NY ," PF,C",913,1791,2705,2016-12-13
Jameer Nelson,DEN , PG,2655,30,2687,2016-12-13
Monta Ellis,IND ," PG,SG",2331,200,2552,2016-12-13
Tyson Chandler,PHO , C,305,2181,2490,2016-12-13
Omri Casspi,SAC ," SF,PF",230,2238,2468,2016-12-13
Luol Deng,LAL ," SF,PF",299,2000,2301,2016-12-13
Brandon Jennings,NY , PG,1065,1231,2297,2016-12-13
John Henson,MIL ," PF,C",1909,294,2209,2016-12-13
Will Barton,DEN ," SG,SF",1985,190,2188,2016-12-13
Wayne Ellington,MIA ," SG,SF",1375,606,1986,2016-12-13
Patrick Beverley,HOU ," PG,SG",223,1735,1968,2016-12-13
Patrick Patterson,TOR ," PF,C",1774,187,1962,2016-12-13
Thabo Sefolosha,ATL ," SG,SF",633,1322,1957,2016-12-13
Nick Young,LAL ," SG,SF",1137,692,1834,2016-12-13
JaMychal Green,MEM , PF,586,1233,1827,2016-12-13
Tim Frazier,NO ," PG,SG",344,1468,1814,2016-12-13
Alex Len,PHO ," PF,C",1550,206,1763,2016-12-13
Kelly Oubre Jr.,WAS , SF,1569,123,1693,2016-12-13
Maurice Harkless,POR , SF,1337,334,1680,2016-12-13
Patty Mills,SA , PG,232,1433,1669,2016-12-13
Ish Smith,DET , PG,1474,117,1592,2016-12-13
Sean Kilpatrick,BKN ," PG,SG",1327,240,1579,2016-12-13
Kenneth Faried,DEN ," PF,C",1305,250,1569,2016-12-13
Brandon Ingram,LAL ," SG,SF",1496,69,1569,2016-12-13
Elfrid Payton,ORL , PG,348,1187,1550,2016-12-13
Jon Leuer,DET ," PF,C",1289,172,1467,2016-12-13
C.J. Miles,IND ," SG,SF",1001,435,1440,2016-12-13
Leandro Barbosa,PHO ," PG,SG",623,775,1398,2016-12-13
Sergio Rodriguez,PHI , PG,1131,237,1373,2016-12-13
Courtney Lee,NY ," SG,SF",599,749,1352,2016-12-13
Larry Nance Jr.,LAL , PF,1270,74,1347,2016-12-13
Derrick Favors,UTA ," PF,C",108,1217,1338,2016-12-13
Tyler Johnson,MIA ," PG,SG",540,757,1306,2016-12-13
Langston Galloway,NO ," PG,SG",902,391,1295,2016-12-13
Kent Bazemore,ATL ," SG,SF",1013,265,1287,2016-12-13
Cody Zeller,CHA ," PF,C",538,740,1284,2016-12-13
Lucas Nogueira,TOR ," PF,C",820,456,1278,2016-12-13
Frank Kaminsky,CHA ," PF,C",1153,95,1252,2016-12-13
Terrence Jones,NO ," SF,PF",946,296,1248,2016-12-13
Nikola Mirotic,CHI ," SF,PF",907,331,1247,2016-12-13
Jeremy Lin,BKN ," PG,SG",73,1166,1246,2016-12-13
Andre Roberson,OKC ," SG,SF",729,508,1240,2016-12-13
Dario Saric,PHI ," SF,PF",1153,77,1237,2016-12-13
Al-Farouq Aminu,POR ," SF,PF",580,640,1225,2016-12-13
Kyle O'Quinn,NY ," PF,C",170,10192,10368,2016-12-14
Dorian Finney-Smith,DAL ," SF,PF",1183,3616,4799,2016-12-14
Langston Galloway,NO ," PG,SG",231,4030,4263,2016-12-14
Tyson Chandler,PHO , C,156,3833,4005,2016-12-14
J.R. Smith,CLE ," SG,SF",712,2197,2916,2016-12-14
JaMychal Green,MEM , PF,2085,236,2332,2016-12-14
Brandon Jennings,NY , PG,768,1506,2276,2016-12-14
Dwight Powell,DAL ," PF,C",2072,201,2274,2016-12-14
Troy Daniels,MEM ," PG,SG",2095,66,2163,2016-12-14
Tony Allen,MEM ," SG,SF",1637,422,2063,2016-12-14
Dario Saric,PHI ," SF,PF",1918,108,2034,2016-12-14
Alex Len,PHO ," PF,C",1931,74,2010,2016-12-14
Tim Frazier,NO ," PG,SG",964,941,1914,2016-12-14
Wayne Ellington,MIA ," SG,SF",1432,475,1910,2016-12-14
Patty Mills,SA , PG,278,1530,1815,2016-12-14
Elfrid Payton,ORL , PG,156,1614,1783,2016-12-14
Tyler Johnson,MIA ," SF,PF",399,1313,1713,2016-12-14
Andre Roberson,OKC ," SG,SF",1548,135,1684,2016-12-14
John Henson,MIL ," PF,C",1287,381,1676,2016-12-14
Robert Covington,PHI ," SF,PF",207,1439,1650,2016-12-14
Courtney Lee,NY ," SG,SF",394,1246,1646,2016-12-14
Aaron Gordon,ORL ," SF,PF",715,850,1577,2016-12-14
Thabo Sefolosha,ATL ," SG,SF",387,1179,1569,2016-12-14
Andrew Harrison,MEM ," PG,SG",1421,129,1551,2016-12-14
Monta Ellis,IND ," PG,SG",1328,201,1541,2016-12-14
Marvin Williams,CHA ," SF,PF",1218,297,1522,2016-12-14
Will Barton,DEN ," SG,SF",1146,356,1512,2016-12-14
J.J. Barea,DAL ," PG,SG",100,1369,1469,2016-12-14
Ish Smith,DET , PG,1310,138,1451,2016-12-14
Evan Turner,POR ," SG,SF",429,1001,1436,2016-12-14
C.J. Miles,IND ," SG,SF",528,904,1436,2016-12-14
Gary Harris,DEN ," SG,SF",129,1283,1414,2016-12-14
Omri Casspi,SAC ," SF,PF",455,948,1403,2016-12-14
Patrick Patterson,TOR ," PF,C",1237,104,1346,2016-12-14
Jon Leuer,DET ," PF,C",1033,298,1339,2016-12-14
Kent Bazemore,ATL ," SG,SF",1119,161,1289,2016-12-14
Lucas Nogueira,TOR ," PF,C",1093,173,1269,2016-12-14
Luol Deng,LAL ," SF,PF",307,960,1267,2016-12-14
Terrence Jones,NO ," SF,PF",749,506,1265,2016-12-14
P.J. Tucker,PHO ," SG,SF",174,1085,1259,2016-12-14
Emmanuel Mudiay,DEN , PG,521,711,1242,2016-12-14
Maurice Harkless,POR , SF,368,836,1219,2016-12-14
Sergio Rodriguez,PHI , PG,657,547,1211,2016-12-14
Ersan Ilyasova,PHI ," SF,PF",639,496,1146,2016-12-14
Nikola Mirotic,CHI ," SF,PF",899,218,1122,2016-12-14
Nick Young,LAL ," SG,SF",674,423,1107,2016-12-14
Jamal Crawford,LAC ," SG,SF",809,290,1105,2016-12-14
Sean Kilpatrick,BKN ," PG,SG",727,316,1065,2016-12-14
Justise Winslow,MIA ," SF,PF",406,648,1059,2016-12-14
Patrick Beverley,HOU ," PG,SG",195,857,1058,2016-12-14
Kyle O'Quinn,NY ," PF,C",1144,5897,7046,2016-12-15
Gary Harris,DEN ," SG,SF",115,6317,6433,2016-12-15
Langston Galloway,NO ," PG,SG",949,3781,4732,2016-12-15
Tim Frazier,NO ," PG,SG",4071,193,4283,2016-12-15
Robert Covington,PHI ," SF,PF",114,3252,3374,2016-12-15
Tyreke Evans,NO ," PG,SG,SF",234,2657,2899,2016-12-15
Will Barton,DEN ," SG,SF",2243,376,2638,2016-12-15
Dario Saric,PHI ," SF,PF",2518,52,2577,2016-12-15
JaMychal Green,MEM , PF,2303,149,2462,2016-12-15
Jusuf Nurkic,DEN , C,2134,161,2316,2016-12-15
Patty Mills,SA , PG,1516,650,2185,2016-12-15
Tyson Chandler,PHO , C,471,1675,2164,2016-12-15
Sergio Rodriguez,PHI , PG,435,1714,2162,2016-12-15
Dorian Finney-Smith,DAL ," SF,PF",1592,552,2144,2016-12-15
Thabo Sefolosha,ATL ," SG,SF",253,1861,2116,2016-12-15
Austin Rivers,LAC ," PG,SG,SF",65,2003,2068,2016-12-15
J.J. Barea,DAL ," PG,SG",167,1859,2028,2016-12-15
Andrew Harrison,MEM ," PG,SG",1953,27,1980,2016-12-15
C.J. Miles,IND ," SG,SF",1265,705,1977,2016-12-15
Tony Allen,MEM ," SG,SF",574,1292,1870,2016-12-15
Joe Ingles,UTA ," SG,SF",155,1710,1865,2016-12-15
Brandon Jennings,NY , PG,715,986,1708,2016-12-15
Wayne Ellington,MIA ," SG,SF",1448,244,1697,2016-12-15
Marvin Williams,CHA ," SF,PF",1521,168,1694,2016-12-15
Kelly Oubre Jr.,WAS , SF,217,1411,1629,2016-12-15
Luol Deng,LAL ," SF,PF",271,1352,1625,2016-12-15
Dwight Powell,DAL ," PF,C",1182,387,1573,2016-12-15
Alex Len,PHO ," PF,C",1492,70,1571,2016-12-15
John Henson,MIL ," PF,C",1050,506,1566,2016-12-15
Andre Roberson,OKC ," SG,SF",1481,72,1557,2016-12-15
J.R. Smith,CLE ," SG,SF",1224,321,1550,2016-12-15
Marquese Chriss,PHO , PF,169,1379,1549,2016-12-15
Jon Leuer,DET ," PF,C",287,1179,1471,2016-12-15
Aaron Gordon,ORL ," SF,PF",170,1227,1414,2016-12-15
Courtney Lee,NY ," SG,SF",704,686,1396,2016-12-15
Nick Young,LAL ," SG,SF",627,740,1380,2016-12-15
Cody Zeller,CHA ," PF,C",270,1095,1376,2016-12-15
Maurice Harkless,POR , SF,718,599,1329,2016-12-15
Ersan Ilyasova,PHI ," SF,PF",980,308,1319,2016-12-15
Monta Ellis,IND ," PG,SG",980,312,1303,2016-12-15
Tyler Johnson,MIA ," PG,SG",278,1008,1300,2016-12-15
P.J. Tucker,PHO ," SG,SF",648,644,1292,2016-12-15
Danny Green,SA ," SG,SF",1160,94,1260,2016-12-15
Emmanuel Mudiay,DEN , PG,586,633,1231,2016-12-15
Justise Winslow,MIA ," SF,PF",418,799,1223,2016-12-15
Ish Smith,DET , PG,1059,149,1212,2016-12-15
Patrick Beverley,HOU ," PG,SG",227,971,1212,2016-12-15
Patrick Patterson,TOR ," PF,C",963,200,1168,2016-12-15
Evan Turner,POR ," SG,SF",602,547,1150,2016-12-15
Elfrid Payton,ORL , PG,284,835,1133,2016-12-15
Gary Harris,DEN ," SG,SF",98,8268,8368,2016-12-16
Kyle O'Quinn,NY ," PF,C",2285,1163,3450,2016-12-16
Jusuf Nurkic,DEN , C,3346,54,3416,2016-12-16
Kelly Oubre Jr.,WAS , SF,504,2518,3023,2016-12-16
Langston Galloway,NO ," PG,SG",2790,210,3001,2016-12-16
Marquese Chriss,PHO , PF,252,2672,2925,2016-12-16
Will Barton,DEN ," SG,SF",2411,335,2761,2016-12-16
Dorian Finney-Smith,DAL ," SF,PF",2139,314,2454,2016-12-16
Thabo Sefolosha,ATL ," SG,SF",314,1913,2229,2016-12-16
Tim Frazier,NO ," PG,SG",2028,170,2221,2016-12-16
Jon Leuer,DET ," PF,C",209,1936,2152,2016-12-16
Patty Mills,SA , PG,1930,168,2111,2016-12-16
JaMychal Green,MEM , PF,1905,144,2060,2016-12-16
Nikola Mirotic,CHI ," SF,PF",1931,82,2025,2016-12-16
Sergio Rodriguez,PHI , PG,1065,929,2001,2016-12-16
John Henson,MIL ," PF,C",1694,225,1937,2016-12-16
Andrew Harrison,MEM ," PG,SG",1797,20,1819,2016-12-16
C.J. Miles,IND ," SG,SF",1268,425,1700,2016-12-16
Robert Covington,PHI ," SF,PF",375,1284,1669,2016-12-16
Alex Len,PHO ," PF,C",1467,78,1556,2016-12-16
Dario Saric,PHI ," SF,PF",1505,25,1536,2016-12-16
Wayne Ellington,MIA ," SG,SF",1382,146,1530,2016-12-16
Nick Young,LAL ," SG,SF",477,1035,1523,2016-12-16
Luol Deng,LAL ," SF,PF",296,1226,1523,2016-12-16
Brandon Jennings,NY , PG,751,765,1518,2016-12-16
Tony Allen,MEM ," SG,SF",581,919,1512,2016-12-16
Tyson Chandler,PHO , C,679,753,1449,2016-12-16
Maurice Harkless,POR , SF,850,554,1421,2016-12-16
Dwight Powell,DAL ," PF,C",1150,243,1396,2016-12-16
Marco Belinelli,CHA ," SG,SF",166,1155,1321,2016-12-16
Tyreke Evans,NO ," PG,SG,SF",501,790,1298,2016-12-16
Patrick Beverley,HOU ," PG,SG",152,1126,1293,2016-12-16
Garrett Temple,SAC ," PG,SG",58,1230,1288,2016-12-16
Terrence Jones,NO ," SF,PF",423,856,1287,2016-12-16
Cody Zeller,CHA ," PF,C",220,1051,1278,2016-12-16
Austin Rivers,LAC ," PG,SG,SF",441,821,1262,2016-12-16
Tyler Johnson,MIA ," PG,SG",735,488,1244,2016-12-16
Ersan Ilyasova,PHI ," SF,PF",972,246,1231,2016-12-16
K. Korver,CLE ," SG,SF",282,891,1182,2016-12-16
Justise Winslow,MIA ," SF,PF",378,787,1168,2016-12-16
Ish Smith,DET , PG,967,177,1144,2016-12-16
Michael Kidd-Gilchrist,CHA , SF,884,205,1100,2016-12-16
Courtney Lee,NY ," SG,SF",660,433,1097,2016-12-16
Aaron Gordon,ORL ," SF,PF",215,866,1094,2016-12-16
Danny Green,SA ," SG,SF",1038,36,1077,2016-12-16
Marcus Smart,BOS , PG,858,197,1065,2016-12-16
Sean Kilpatrick,BKN ," PG,SG",578,464,1063,2016-12-16
Emmanuel Mudiay,DEN , PG,773,265,1050,2016-12-16
Kenneth Faried,DEN ," PF,C",282,723,1020,2016-12-16
Matthew Dellavedova,MIL ," PG,SG",806,198,1010,2016-12-16
Garrett Temple,SAC ," PG,SG",116,7676,7792,2016-12-17
Kyle O'Quinn,NY ," PF,C",4564,251,4821,2016-12-17
Kosta Koufos,SAC ," PF,C",60,3650,3710,2016-12-17
Tony Allen,MEM ," SG,SF",256,3300,3560,2016-12-17
Dorian Finney-Smith,DAL ," SF,PF",3421,120,3545,2016-12-17
Jon Leuer,DET ," PF,C",1181,1639,2828,2016-12-17
Michael Kidd-Gilchrist,CHA , SF,2431,52,2489,2016-12-17
Nikola Mirotic,CHI ," SF,PF",2404,56,2468,2016-12-17
JaMychal Green,MEM , PF,2050,231,2306,2016-12-17
Justise Winslow,MIA ," SF,PF",209,2072,2287,2016-12-17
Gary Harris,DEN ," SG,SF",292,1925,2219,2016-12-17
Nick Young,LAL ," SG,SF",489,1716,2211,2016-12-17
Kelly Oubre Jr.,WAS , SF,1727,447,2176,2016-12-17
Jusuf Nurkic,DEN , C,2071,56,2145,2016-12-17
Thabo Sefolosha,ATL ," SG,SF",1518,553,2076,2016-12-17
Langston Galloway,NO ," PG,SG",1979,80,2061,2016-12-17
K. Korver,CLE ," SG,SF",476,1452,1938,2016-12-17
John Henson,MIL ," PF,C",1623,203,1840,2016-12-17
Ish Smith,DET , PG,1687,81,1773,2016-12-17
Terrence Jones,NO ," SF,PF",278,1463,1750,2016-12-17
Will Barton,DEN ," SG,SF",1387,342,1743,2016-12-17
Marquese Chriss,PHO , PF,540,1135,1675,2016-12-17
Wayne Ellington,MIA ," SG,SF",1591,49,1645,2016-12-17
Sergio Rodriguez,PHI , PG,1128,482,1619,2016-12-17
Patrick Beverley,HOU ," PG,SG",297,1301,1609,2016-12-17
C.J. Miles,IND ," SG,SF",1418,177,1605,2016-12-17
Luol Deng,LAL ," SF,PF",733,782,1519,2016-12-17
Dwight Powell,DAL ," PF,C",1164,297,1469,2016-12-17
