Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,DKPts,FDPts,Line,O/U
Michael Beasley,27-069,#N/A,3/18/2016,HOU,,MIN,W,0,26,8,14,0.571,7,13,0.538,1,1,1,0,0,,1,5,6,0,0,1,0,3,17,12.1,27,26.2,-9,224
Ricky Rubio,25-149,PG,3/18/2016,MIN,@,HOU,L,1,32,6,9,0.667,5,5,1,1,4,0.25,1,1,1,0,3,3,6,0,1,5,1,14,10.5,26.75,23.6,9,224
Trevor Ariza,30-262,SF,3/18/2016,HOU,,MIN,W,1,35,5,10,0.5,4,5,0.8,1,5,0.2,4,6,0.667,0,2,2,4,1,0,0,2,15,12.8,26,25.4,-9,224
Shabazz Muhammad,23-126,SF,3/18/2016,MIN,@,HOU,L,0,18,5,7,0.714,4,6,0.667,1,1,1,1,2,0.5,1,0,1,2,1,0,0,0,12,11.8,18.75,18.2,9,224
Clint Capela,21-305,PF,3/18/2016,HOU,,MIN,W,0,14,4,5,0.8,4,5,0.8,0,0,,0,0,,1,2,3,0,1,1,0,0,8,9.1,15.75,15.6,-9,224
Tyus Jones,19-313,PG,3/18/2016,MIN,@,HOU,L,0,16,1,4,0.25,1,3,0.333,0,1,0,0,0,,0,2,2,4,0,0,0,1,2,2.6,10.5,10.4,9,224
Tayshaun Prince,36-019,SF,3/18/2016,MIN,@,HOU,L,0,13,1,3,0.333,1,2,0.5,0,1,0,0,0,,0,1,1,2,1,0,0,0,2,3,8.25,8.2,9,224
Adreian Payne,25-028,PF,3/18/2016,MIN,@,HOU,L,0,6,0,2,0,0,2,0,0,0,,0,0,,1,1,2,2,0,0,0,0,0,1,5.5,5.4,9,224
Jason Terry,38-185,PG,3/18/2016,HOU,,MIN,W,0,22,1,6,0.167,1,3,0.333,0,3,0,0,0,,0,0,0,1,1,0,0,1,2,-0.5,5.5,5.5,-9,224
Greg Smith,25-070,#N/A,3/18/2016,MIN,@,HOU,L,0,8,0,0,,0,0,,0,0,,0,2,0,0,2,2,0,1,0,1,2,0,-1,4,3.4,9,224
Corey Brewer,30-013,SF,3/18/2016,HOU,,MIN,W,0,8,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,1,0,0,-0.3,1.5,1,-9,224
K.J. McDaniels,23-038,SF,3/18/2016,HOU,,MIN,W,0,6,0,1,0,0,0,,0,1,0,0,0,,1,0,1,0,0,0,1,0,0,-1,0.75,0.2,-9,224
Stephen Curry,27-348,PG,2/25/2016,GSW,@,ORL,W,1,34,20,27,0.741,10,12,0.833,10,15,0.667,1,1,1,0,7,7,8,0,1,5,1,51,43.1,76.25,68.4,-8,224
Draymond Green,25-358,PF,2/25/2016,GSW,@,ORL,W,1,32,4,7,0.571,4,6,0.667,0,1,0,4,7,0.571,0,4,4,8,5,0,5,3,12,13.1,36.5,33.8,-8,224
Nikola Vucevic,25-124,C,2/25/2016,ORL,,GSW,L,1,32,7,17,0.412,7,16,0.438,0,1,0,3,4,0.75,3,6,9,4,0,2,5,4,17,9,35.75,32.8,8,224
Evan Fournier,23-119,SF,2/25/2016,ORL,,GSW,L,1,39,6,12,0.5,3,7,0.429,3,5,0.6,5,5,1,0,1,1,3,4,0,2,1,20,18,34.25,31.7,8,224
Aaron Gordon,20-162,SF,2/25/2016,ORL,,GSW,L,1,30,9,14,0.643,8,10,0.8,1,4,0.25,0,0,,3,5,8,2,0,1,1,1,19,17.1,34,32.6,8,224
Victor Oladipo,23-297,SG,2/25/2016,ORL,,GSW,L,1,30,5,16,0.313,3,11,0.273,2,5,0.4,2,4,0.5,1,5,6,2,2,0,0,3,14,8.4,29.5,28.2,8,224
Andrew Bogut,31-089,C,2/25/2016,GSW,@,ORL,W,1,22,6,7,0.857,6,7,0.857,0,0,,0,0,,3,1,4,4,1,2,1,5,12,14.1,28.5,27.8,-8,224
Elfrid Payton,22-003,PG,2/25/2016,ORL,,GSW,L,1,29,5,8,0.625,3,5,0.6,2,3,0.667,0,2,0,0,2,2,6,1,0,4,2,12,8.6,24.5,21.4,8,224
Andre Iguodala,32-028,SF,2/25/2016,GSW,@,ORL,W,0,26,1,2,0.5,1,2,0.5,0,0,,0,0,,0,4,4,7,1,0,0,1,2,7.7,19.5,19.3,-8,224
Marreese Speights,28-205,C,2/25/2016,GSW,@,ORL,W,0,12,6,8,0.75,6,8,0.75,0,0,,2,2,1,1,2,3,1,0,0,1,2,14,11,18.75,18.1,-8,224
Harrison Barnes,23-271,SF,2/25/2016,GSW,@,ORL,W,1,34,4,9,0.444,3,7,0.429,1,2,0.5,1,3,0.333,2,3,5,1,0,0,1,1,10,6.1,17.75,16.5,-8,224
Anderson Varejao,33-150,C,2/25/2016,GSW,@,ORL,W,0,14,2,5,0.4,2,5,0.4,0,0,,1,1,1,1,4,5,3,1,0,1,4,5,4.7,17.25,16.5,-8,224
Ersan Ilyasova,28-286,PF,2/25/2016,ORL,,GSW,L,0,16,1,3,0.333,1,3,0.333,0,0,,6,6,1,1,3,4,0,2,0,0,1,8,9.5,17,16.8,8,224
Klay Thompson,26-017,SG,2/25/2016,GSW,@,ORL,W,1,29,4,10,0.4,3,5,0.6,1,5,0.2,0,0,,0,2,2,1,0,1,1,1,9,4.2,15,13.9,-8,224
C.J. Watson,31-314,PG,2/25/2016,ORL,,GSW,L,0,15,1,1,1,1,1,1,0,0,,4,4,1,0,2,2,3,0,0,0,2,6,7.6,13,12.9,8,224
Shaun Livingston,30-167,PG,2/25/2016,GSW,@,ORL,W,0,15,1,4,0.25,1,4,0.25,0,0,,2,2,1,0,4,4,1,1,0,1,2,4,2.7,12,11.3,-8,224
Brandon Jennings,26-155,PG,2/25/2016,ORL,,GSW,L,0,12,2,5,0.4,1,2,0.5,1,3,0.333,0,0,,0,0,0,1,2,0,1,1,5,3.6,10.5,9.5,8,224
Andrew Nicholson,26-079,PF,2/25/2016,ORL,,GSW,L,0,4,1,1,1,1,1,1,0,0,,1,1,1,0,1,1,1,0,1,0,0,3,4.4,7.75,7.7,8,224
Leandro Barbosa,33-089,PG,2/25/2016,GSW,@,ORL,W,0,17,3,6,0.5,3,5,0.6,0,1,0,0,0,,1,1,2,0,0,0,2,1,6,1.6,7.5,6.4,-8,224
Mario Hezonja,21-000,SG,2/25/2016,ORL,,GSW,L,0,15,1,5,0.2,0,1,0,1,4,0.25,0,0,,0,3,3,0,0,0,0,0,3,0.8,7.25,6.6,8,224
Jason Smith,29-360,PF,2/25/2016,ORL,,GSW,L,0,11,2,5,0.4,2,5,0.4,0,0,,1,2,0.5,0,1,1,1,0,0,2,2,5,0.1,6.75,5.7,8,224
Brandon Rush,30-233,SG,2/25/2016,GSW,@,ORL,W,0,2,1,1,1,0,0,,1,1,1,0,0,,0,1,1,0,0,0,0,0,3,3,4.75,4.2,-8,224
Ian Clark,24-355,SG,2/25/2016,GSW,@,ORL,W,0,2,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,0,0,0,2.25,1.7,-8,224
Dewayne Dedmon,26-197,C,2/25/2016,ORL,,GSW,L,0,4,1,2,0.5,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1,2,2,8,224
Kevon Looney,20-019,PF,2/25/2016,GSW,@,ORL,W,0,2,1,2,0.5,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,1,0,2,0,1.5,1,-8,224
Devyn Marble,23-157,SF,2/25/2016,ORL,,GSW,L,0,4,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0,0,8,224
Ricky Rubio,25-142,PG,3/11/2016,MIN,@,OKC,W,1,36,4,9,0.444,1,3,0.333,3,6,0.5,2,2,1,0,8,8,12,3,0,0,2,13,21.3,50,46.6,12,223.5
Gorgui Dieng,26-053,C,3/11/2016,MIN,@,OKC,W,1,31,7,12,0.583,7,11,0.636,0,1,0,11,11,1,1,8,9,1,2,3,1,5,25,24.3,47.25,46.3,12,223.5
Russell Westbrook,27-120,PG,3/11/2016,OKC,,MIN,L,1,37,8,19,0.421,5,13,0.385,3,6,0.5,7,8,0.875,0,4,4,8,0,0,5,4,26,15.7,42,37.8,-12,223.5
Karl-Anthony Towns,20-117,C,3/11/2016,MIN,@,OKC,W,1,39,8,15,0.533,8,15,0.533,0,0,,1,2,0.5,5,7,12,0,1,3,3,3,17,13.8,40,36.4,12,223.5
Kevin Durant,27-164,SF,3/11/2016,OKC,,MIN,L,1,38,11,20,0.55,9,15,0.6,2,5,0.4,4,4,1,0,6,6,1,0,1,6,2,28,14.8,37,32.7,-12,223.5
Andrew Wiggins,21-017,SG,3/11/2016,MIN,@,OKC,W,1,35,8,19,0.421,6,14,0.429,2,5,0.4,2,4,0.5,0,0,0,4,5,0,3,2,20,13.1,35.5,33,12,223.5
Enes Kanter,23-296,C,3/11/2016,OKC,,MIN,L,0,21,7,9,0.778,7,9,0.778,0,0,,3,3,1,6,8,14,0,0,0,3,1,17,16.7,34.5,30.8,-12,223.5
Steven Adams,22-235,C,3/11/2016,OKC,,MIN,L,1,25,4,5,0.8,4,5,0.8,0,0,,0,1,0,4,9,13,0,0,4,4,4,8,8.4,30.25,27.6,-12,223.5
Zach LaVine,21-001,PG,3/11/2016,MIN,@,OKC,W,1,35,3,8,0.375,2,7,0.286,1,1,1,2,2,1,0,1,1,2,1,1,3,1,9,4.6,16.25,14.2,12,223.5
Nick Collison,35-137,C,3/11/2016,OKC,,MIN,L,0,17,1,2,0.5,1,2,0.5,0,0,,1,2,0.5,3,5,8,2,0,0,2,1,3,4.2,15,13.6,-12,223.5
Randy Foye,32-169,PG,3/11/2016,OKC,,MIN,L,0,29,2,7,0.286,1,3,0.333,1,4,0.25,1,2,0.5,0,1,1,2,1,0,2,4,6,0.6,11.75,10.2,-12,223.5
Andre Roberson,24-098,SG,3/11/2016,OKC,,MIN,L,1,14,1,4,0.25,1,3,0.333,0,1,0,0,0,,3,1,4,0,1,1,0,1,2,3.3,11,10.8,-12,223.5
Shabazz Muhammad,23-119,SF,3/11/2016,MIN,@,OKC,W,0,15,3,9,0.333,3,6,0.5,0,3,0,0,0,,0,3,3,0,0,0,1,1,6,0.4,9.25,8.6,12,223.5
Kyle Singler,27-312,SF,3/11/2016,OKC,,MIN,L,0,21,1,6,0.167,1,2,0.5,0,4,0,1,2,0.5,0,2,2,1,0,0,0,1,3,-0.3,7,6.9,-12,223.5
Tyus Jones,19-306,PG,3/11/2016,MIN,@,OKC,W,0,12,2,7,0.286,1,3,0.333,1,4,0.25,0,0,,0,0,0,1,0,0,0,0,5,1.6,7,6.5,12,223.5
Tayshaun Prince,36-012,SF,3/11/2016,MIN,@,OKC,W,0,15,1,3,0.333,1,3,0.333,0,0,,0,0,,0,2,2,1,0,0,0,1,2,1.2,6,5.9,12,223.5
Serge Ibaka,26-175,PF,3/11/2016,OKC,,MIN,L,1,20,0,4,0,0,3,0,0,1,0,0,0,,0,2,2,0,1,1,2,6,0,-4.9,5.5,4.4,-12,223.5
Anthony Morrow,30-166,SG,3/11/2016,OKC,,MIN,L,0,18,1,8,0.125,1,2,0.5,0,6,0,1,3,0.333,0,0,0,1,0,0,0,0,3,-2.3,4.5,4.5,-12,223.5
Greg Smith,25-063,PF,3/11/2016,MIN,@,OKC,W,0,12,1,2,0.5,1,2,0.5,0,0,,0,0,,0,1,1,0,0,0,0,1,2,0.9,3.25,3.2,12,223.5
Nemanja Bjelica,27-307,PF,3/11/2016,MIN,@,OKC,W,0,7,0,1,0,0,0,,0,1,0,0,0,,0,1,1,1,0,0,1,4,0,-2.3,2.25,1.7,12,223.5
Adreian Payne,25-021,PF,3/11/2016,MIN,@,OKC,W,0,4,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-1.9,0,0,12,223.5
DeMarcus Cousins,25-225,PF,3/25/2016,SAC,,PHO,W,1,28,9,18,0.5,8,15,0.533,1,3,0.333,10,14,0.714,2,9,11,1,0,1,1,3,29,21.7,47.75,44.7,-7.5,223
Willie Cauley-Stein,22-220,C,3/25/2016,SAC,,PHO,W,0,29,11,19,0.579,11,17,0.647,0,2,0,4,6,0.667,3,3,6,0,3,2,3,5,26,18.7,42,40.2,-7.5,223
Devin Booker,19-147,SG,3/25/2016,PHO,@,SAC,L,1,34,11,21,0.524,9,13,0.692,2,8,0.25,2,4,0.5,0,5,5,4,2,1,9,3,26,11.7,40.75,35,7.5,223
Rajon Rondo,30-032,PG,3/25/2016,SAC,,PHO,W,1,30,1,2,0.5,1,2,0.5,0,0,,0,0,,1,4,5,12,2,1,1,4,2,11.4,31.75,31,-7.5,223
Rudy Gay,29-221,SF,3/25/2016,SAC,,PHO,W,1,28,5,10,0.5,3,7,0.429,2,3,0.667,3,6,0.5,0,5,5,3,2,0,1,0,15,13.4,30.25,28.5,-7.5,223
Quincy Acy,25-171,PF,3/25/2016,SAC,,PHO,W,1,19,4,9,0.444,2,4,0.5,2,5,0.4,4,4,1,0,7,7,0,0,2,1,4,14,10.2,27.25,25.4,-7.5,223
Alex Len,22-283,C,3/25/2016,PHO,@,SAC,L,1,25,4,13,0.308,4,13,0.308,0,0,,6,8,0.75,3,4,7,2,0,1,2,4,14,7.5,26.75,25.4,7.5,223
Darren Collison,28-215,PG,3/25/2016,SAC,,PHO,W,0,26,5,10,0.5,5,9,0.556,0,1,0,1,1,1,0,3,3,3,3,0,1,1,11,10.6,24.75,24.1,-7.5,223
John Jenkins,25-019,SG,3/25/2016,PHO,@,SAC,L,1,29,4,10,0.4,1,7,0.143,3,3,1,0,0,,3,5,8,2,0,0,3,0,11,7.6,24,20.6,7.5,223
Omri Casspi,27-277,SF,3/25/2016,SAC,,PHO,W,0,30,1,7,0.143,1,6,0.167,0,1,0,5,6,0.833,2,6,8,5,0,0,2,2,7,6,23.5,22.1,-7.5,223
Mirza Teletovic,30-189,SF,3/25/2016,PHO,@,SAC,L,0,26,5,16,0.313,3,7,0.429,2,9,0.222,0,0,,2,5,7,0,0,0,1,3,12,3.5,21.25,19.4,7.5,223
Seth Curry,25-215,PG,3/25/2016,SAC,,PHO,W,1,26,4,10,0.4,2,5,0.4,2,5,0.4,2,2,1,2,2,4,1,0,1,1,1,12,8.6,21,19.3,-7.5,223
Ronnie Price,32-278,PG,3/25/2016,PHO,@,SAC,L,0,23,2,6,0.333,1,3,0.333,1,3,0.333,2,2,1,2,1,3,5,0,0,0,2,7,8,18.75,18.1,7.5,223
P.J. Tucker,30-325,SF,3/25/2016,PHO,@,SAC,L,1,27,2,4,0.5,2,3,0.667,0,1,0,0,0,,1,7,8,1,1,0,1,2,4,4.7,17,16.1,7.5,223
Chase Budinger,27-308,SF,3/25/2016,PHO,@,SAC,L,0,24,2,7,0.286,2,5,0.4,0,2,0,2,2,1,3,1,4,3,0,0,0,3,6,5.2,15.5,15.3,7.5,223
Alan Williams,23-057,#N/A,3/25/2016,PHO,@,SAC,L,0,11,2,3,0.667,2,3,0.667,0,0,,2,4,0.5,2,3,5,0,1,0,1,4,6,4.6,13.75,13,7.5,223
Jon Leuer,26-316,PF,3/25/2016,PHO,@,SAC,L,1,16,3,7,0.429,2,5,0.4,1,2,0.5,0,0,,1,3,4,0,0,0,1,4,7,2.3,12,10.8,7.5,223
Archie Goodwin,21-221,SG,3/25/2016,PHO,@,SAC,L,0,23,0,7,0,0,3,0,0,4,0,1,3,0.333,1,5,6,3,0,0,4,2,1,-5.2,11,8.7,7.5,223
James Anderson,27-000,SG,3/25/2016,SAC,,PHO,W,0,14,0,2,0,0,1,0,0,1,0,0,0,,2,1,3,1,0,0,1,2,0,-0.8,4.75,4.1,-7.5,223
Marco Belinelli,30-000,SG,3/25/2016,SAC,,PHO,W,0,10,0,3,0,0,2,0,0,1,0,0,0,,0,0,0,2,0,0,0,0,0,-0.7,3,3,-7.5,223
DeMarcus Cousins,25-203,PF,3/3/2016,SAC,@,DAL,W,1,36,9,17,0.529,9,15,0.6,0,2,0,4,8,0.5,2,11,13,5,1,2,4,3,22,17.5,51.25,47.1,6.5,223
Rajon Rondo,30-010,PG,3/3/2016,SAC,@,DAL,W,1,38,8,14,0.571,8,12,0.667,0,2,0,2,4,0.5,0,5,5,12,3,0,3,3,18,19.3,48.25,45,6.5,223
Chandler Parsons,27-130,SF,3/3/2016,DAL,,SAC,L,1,38,12,17,0.706,9,11,0.818,3,6,0.5,1,3,0.333,1,8,9,5,0,0,3,2,28,22.9,46.75,43.3,-6.5,223
David Lee,32-309,PF,3/3/2016,DAL,,SAC,L,0,18,6,9,0.667,6,9,0.667,0,0,,0,0,,5,6,11,1,1,1,3,4,12,11.2,31.25,27.7,-6.5,223
Dirk Nowitzki,37-258,PF,3/3/2016,DAL,,SAC,L,1,32,7,16,0.438,7,11,0.636,0,5,0,2,2,1,2,4,6,5,0,1,5,5,16,7.4,30.5,27.7,-6.5,223
Deron Williams,31-251,PG,3/3/2016,DAL,,SAC,L,1,37,6,17,0.353,3,8,0.375,3,9,0.333,0,0,,0,3,3,5,1,0,0,3,15,9.7,29.75,28.1,-6.5,223
Rudy Gay,29-199,SF,3/3/2016,SAC,@,DAL,W,1,36,4,8,0.5,4,7,0.571,0,1,0,1,2,0.5,2,5,7,1,2,0,2,2,9,7.4,22.25,20.9,6.5,223
Darren Collison,28-193,PG,3/3/2016,SAC,@,DAL,W,0,28,5,8,0.625,4,6,0.667,1,2,0.5,3,4,0.75,1,0,1,2,1,0,1,2,14,11.3,20.25,19.2,6.5,223
Omri Casspi,27-255,SF,3/3/2016,SAC,@,DAL,W,0,20,3,8,0.375,2,2,1,1,6,0.167,2,2,1,0,4,4,1,1,1,0,0,9,8.2,20,19.3,6.5,223
Marco Belinelli,29-344,SG,3/3/2016,SAC,@,DAL,W,0,24,6,10,0.6,3,5,0.6,3,5,0.6,1,4,0.25,0,1,1,0,0,0,1,1,16,9.1,18.25,16.2,6.5,223
Wesley Matthews,29-141,SG,3/3/2016,DAL,,SAC,L,1,36,2,9,0.222,2,7,0.286,0,2,0,0,0,,0,3,3,4,2,0,0,3,4,3,17.75,17.6,-6.5,223
J.J. Barea,31-251,PG,3/3/2016,DAL,,SAC,L,0,16,4,7,0.571,4,6,0.667,0,1,0,0,0,,1,2,3,4,0,0,1,3,8,6.6,17.25,16.6,-6.5,223
Ben McLemore,23-021,SG,3/3/2016,SAC,@,DAL,W,1,23,4,11,0.364,2,4,0.5,2,7,0.286,0,0,,2,2,4,0,0,0,0,2,10,5.1,16,14.8,6.5,223
Zaza Pachulia,32-022,C,3/3/2016,DAL,,SAC,L,1,24,3,6,0.5,3,6,0.5,0,0,,0,0,,4,2,6,1,0,0,0,2,6,6.3,15,14.7,-6.5,223
Raymond Felton,31-251,SG,3/3/2016,DAL,,SAC,L,0,26,2,6,0.333,2,4,0.5,0,2,0,1,1,1,0,5,5,0,1,1,2,1,5,2.4,14.25,13,-6.5,223
Kosta Koufos,27-008,C,3/3/2016,SAC,@,DAL,W,0,12,0,0,,0,0,,0,0,,0,0,,2,2,4,2,0,1,0,0,0,4.1,10,9.8,6.5,223
Devin Harris,33-005,PG,3/3/2016,DAL,,SAC,L,0,12,3,7,0.429,2,3,0.667,1,4,0.25,0,0,,0,1,1,0,0,0,1,2,7,1.8,8.25,7.2,-6.5,223
Quincy Acy,25-149,PF,3/3/2016,SAC,@,DAL,W,1,16,2,2,1,2,2,1,0,0,,0,0,,0,3,3,0,0,0,2,1,4,1.9,6.75,5.6,6.5,223
Willie Cauley-Stein,22-198,C,3/3/2016,SAC,@,DAL,W,0,6,1,2,0.5,1,2,0.5,0,0,,0,0,,0,1,1,0,0,0,0,0,2,1.3,3.25,3.2,6.5,223
DeMarcus Cousins,25-194,PF,2/23/2016,SAC,@,DEN,W,1,36,14,24,0.583,12,22,0.545,2,2,1,9,12,0.75,2,7,9,2,1,2,3,3,39,29.7,58.75,55.8,2.5,223
Rudy Gay,29-190,SF,2/23/2016,SAC,@,DEN,W,1,36,6,11,0.545,5,8,0.625,1,3,0.333,3,4,0.75,0,10,10,4,4,3,2,3,16,19,49.5,46,2.5,223
Nikola Jokic,21-004,C,2/23/2016,DEN,,SAC,L,1,20,4,8,0.5,3,6,0.5,1,2,0.5,4,4,1,4,9,13,6,2,0,2,5,13,16.7,43.25,39.6,-2.5,223
Will Barton,25-048,SG,2/23/2016,DEN,,SAC,L,0,27,6,18,0.333,4,11,0.364,2,7,0.286,4,6,0.667,0,6,6,4,0,0,0,3,18,10.4,32.5,31.2,-2.5,223
Darrell Arthur,27-335,PF,2/23/2016,DEN,,SAC,L,0,25,5,8,0.625,1,4,0.25,4,4,1,0,0,,1,4,5,4,2,0,1,5,14,14.1,31.75,29,-2.5,223
Omri Casspi,27-246,SF,2/23/2016,SAC,@,DEN,W,0,23,4,6,0.667,2,2,1,2,4,0.5,4,6,0.667,1,8,9,2,1,0,2,3,14,12.9,30.25,27.8,2.5,223
Rajon Rondo,30-001,PG,2/23/2016,SAC,@,DEN,W,1,31,2,6,0.333,2,5,0.4,0,1,0,0,0,,0,5,5,12,1,1,4,4,4,6.6,30.25,28,2.5,223
Kenneth Faried,26-096,PF,2/23/2016,DEN,,SAC,L,1,22,6,9,0.667,6,9,0.667,0,0,,1,2,0.5,3,4,7,1,1,1,0,3,13,13.2,27.25,26.9,-2.5,223
Willie Cauley-Stein,22-189,C,2/23/2016,SAC,@,DEN,W,0,23,4,7,0.571,4,7,0.571,0,0,,2,2,1,2,3,5,1,1,2,0,1,10,11.7,23.75,23.5,2.5,223
Darren Collison,28-184,PG,2/23/2016,SAC,@,DEN,W,0,32,3,7,0.429,3,5,0.6,0,2,0,3,4,0.75,0,4,4,5,1,0,2,2,9,7.8,22.5,21.3,2.5,223
Danilo Gallinari,27-199,SF,2/23/2016,DEN,,SAC,L,1,37,5,14,0.357,4,10,0.4,1,4,0.25,6,7,0.857,0,1,1,1,1,0,0,0,17,10.8,22.25,21.7,-2.5,223
Emmanuel Mudiay,19-355,PG,2/23/2016,DEN,,SAC,L,1,26,5,13,0.385,4,9,0.444,1,4,0.25,0,0,,0,0,0,4,1,1,0,2,11,7.6,21.5,21,-2.5,223
D.J. Augustin,28-105,PG,2/23/2016,DEN,,SAC,L,0,22,3,7,0.429,2,5,0.4,1,2,0.5,3,3,1,0,3,3,4,1,0,4,3,10,5.8,20.25,17.6,-2.5,223
Joffrey Lauvergne,24-146,C,2/23/2016,DEN,,SAC,L,0,23,5,11,0.455,5,10,0.5,0,1,0,0,0,,2,4,6,0,0,0,2,2,10,4.1,16.5,15.2,-2.5,223
Gary Harris,21-162,SG,2/23/2016,DEN,,SAC,L,1,25,2,9,0.222,2,7,0.286,0,2,0,0,0,,1,1,2,3,1,0,0,1,4,2.2,13,12.9,-2.5,223
Kosta Koufos,26-364,C,2/23/2016,SAC,@,DEN,W,0,12,3,4,0.75,3,4,0.75,0,0,,0,0,,1,3,4,0,0,1,0,0,6,6.7,13,12.8,2.5,223
Ben McLemore,23-012,SG,2/23/2016,SAC,@,DEN,W,1,13,3,4,0.75,2,2,1,1,2,0.5,0,0,,0,1,1,2,0,0,3,1,7,3.7,10.25,8.2,2.5,223
Quincy Acy,25-140,PF,2/23/2016,SAC,@,DEN,W,1,13,0,2,0,0,2,0,0,0,,0,0,,0,3,3,0,0,3,0,1,0,1.2,9.75,9.6,2.5,223
Marco Belinelli,29-335,SG,2/23/2016,SAC,@,DEN,W,0,20,4,12,0.333,3,9,0.333,1,3,0.333,0,0,,0,0,0,0,0,0,0,0,9,2.2,9.5,9,2.5,223
JaKarr Sampson,22-340,SF,2/23/2016,DEN,,SAC,L,0,14,0,3,0,0,2,0,0,1,0,0,0,,1,0,1,0,1,1,3,1,0,-3.1,3.75,2.2,-2.5,223
Russell Westbrook,27-081,PG,2/1/2016,OKC,,WAS,W,1,36,8,13,0.615,8,10,0.8,0,3,0,1,1,1,1,12,13,11,1,0,5,2,17,18.3,53.75,46.1,-10,223
Kevin Durant,27-125,SF,2/1/2016,OKC,,WAS,W,1,36,9,18,0.5,7,11,0.636,2,7,0.286,8,9,0.889,3,6,9,4,0,0,7,3,28,17.1,42.75,37.8,-10,223
Serge Ibaka,26-136,PF,2/1/2016,OKC,,WAS,W,1,33,8,12,0.667,6,9,0.667,2,3,0.667,1,2,0.5,3,7,10,3,0,2,1,2,19,19.3,42,38.5,-10,223
John Wall,25-148,PG,2/1/2016,WAS,@,OKC,L,1,41,7,17,0.412,7,13,0.538,0,4,0,3,4,0.75,0,4,4,8,2,3,6,1,17,12,41,37.8,10,223
Dion Waiters,24-053,SG,2/1/2016,OKC,,WAS,W,1,37,3,11,0.273,1,6,0.167,2,5,0.4,0,0,,1,5,6,3,3,1,1,1,8,8.1,28.5,26.7,-10,223
Marcin Gortat,31-349,C,2/1/2016,WAS,@,OKC,L,1,25,8,12,0.667,8,12,0.667,0,0,,1,4,0.25,1,5,6,0,1,0,1,2,17,12,26,25.2,10,223
Bradley Beal,22-218,SG,2/1/2016,WAS,@,OKC,L,0,26,7,15,0.467,4,8,0.5,3,7,0.429,1,1,1,0,3,3,1,0,0,0,3,18,10.7,24.75,23.1,10,223
Jared Dudley,30-206,SF,2/1/2016,WAS,@,OKC,L,1,31,2,6,0.333,1,3,0.333,1,3,0.333,3,3,1,1,3,4,6,1,0,1,1,8,10,24,22.8,10,223
Cameron Payne,21-177,PG,2/1/2016,OKC,,WAS,W,0,13,3,7,0.429,2,4,0.5,1,3,0.333,1,1,1,1,2,3,2,2,0,0,2,8,8.2,19.25,18.6,-10,223
Steven Adams,22-196,C,2/1/2016,OKC,,WAS,W,1,31,4,5,0.8,4,5,0.8,0,0,,2,6,0.333,1,2,3,1,1,1,0,1,10,9.8,19.25,19.1,-10,223
Enes Kanter,23-257,C,2/1/2016,OKC,,WAS,W,0,17,4,7,0.571,4,7,0.571,0,0,,6,6,1,1,4,5,0,0,0,3,1,14,9.2,18.75,17,-10,223
Garrett Temple,29-269,SG,2/1/2016,WAS,@,OKC,L,1,37,4,9,0.444,3,5,0.6,1,4,0.25,0,0,,0,3,3,2,1,0,1,3,9,5.4,17.75,16.6,10,223
Otto Porter,22-243,SF,2/1/2016,WAS,@,OKC,L,1,21,6,9,0.667,5,6,0.833,1,3,0.333,0,0,,0,0,0,0,1,0,0,2,13,9.3,15.5,15,10,223
Ramon Sessions,29-296,PG,2/1/2016,WAS,@,OKC,L,0,12,3,5,0.6,2,3,0.667,1,2,0.5,2,2,1,0,1,1,1,1,0,1,0,9,7.7,13.75,12.7,10,223
Kyle Singler,27-273,SF,2/1/2016,OKC,,WAS,W,0,16,2,2,1,2,2,1,0,0,,2,2,1,1,1,2,0,1,0,0,3,6,6.2,10.5,10.4,-10,223
Nick Collison,35-098,C,2/1/2016,OKC,,WAS,W,0,11,2,5,0.4,2,5,0.4,0,0,,0,0,,2,0,2,0,1,1,1,1,4,3,10,9.4,-10,223
Drew Gooden,34-130,PF,2/1/2016,WAS,@,OKC,L,0,15,0,3,0,0,1,0,0,2,0,0,0,,0,3,3,1,1,0,1,0,0,-0.5,6.75,6.1,10,223
Nene Hilario,33-141,PF,2/1/2016,WAS,@,OKC,L,0,17,2,6,0.333,2,6,0.333,0,0,,1,1,1,0,2,2,0,0,0,2,2,5,-0.6,6.5,5.4,10,223
Kelly Oubre,20-054,SF,2/1/2016,WAS,@,OKC,L,0,2,1,1,1,1,1,1,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3,2,2,10,223
Anthony Morrow,30-127,SG,2/1/2016,OKC,,WAS,W,0,9,0,3,0,0,2,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,-1.4,1.5,1.5,-10,223
