Player,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,DKPts,FDPts,Line,O/U
Frank Kaminsky,C,11/11/2015,CHO,,NYK,W,0,10,1,2,0.5,1,1,1,0,1,0,0,0,,0,2,2,1,3,0,0,0,2,5.3,12,11.9,-6.5,200.5
Jordan Clarkson,PG,11/11/2015,LAL,@,ORL,L,1,26,2,7,0.286,2,5,0.4,0,2,0,0,0,,1,1,2,5,0,0,2,0,4,2.4,13,11.9,8,201
Darrell Arthur,PF,11/11/2015,DEN,,MIL,W,0,18,1,3,0.333,1,2,0.5,0,1,0,0,0,,0,1,1,3,0,2,0,2,2,3.3,11.75,11.7,-3.5,195
Patrick Beverley,PG,11/11/2015,HOU,,BRK,L,0,9,1,5,0.2,0,1,0,1,4,0.25,0,0,,0,3,3,2,0,1,0,3,3,1.7,12.25,11.6,-11.5,208
Jamal Crawford,SG,11/11/2015,LAC,@,DAL,L,0,29,3,8,0.375,2,5,0.4,1,3,0.333,4,4,1,0,0,0,1,0,0,1,4,11,4.7,12.5,11.5,-6.5,211
Mario Hezonja,SG,11/11/2015,ORL,,LAL,W,0,19,1,4,0.25,0,1,0,1,3,0.333,4,4,1,1,1,2,0,0,1,0,2,7,5.5,12,11.4,-8,201
Dante Cunningham,SF,11/11/2015,NOP,@,ATL,L,0,22,3,3,1,3,3,1,0,0,,1,2,0.5,1,3,4,1,0,0,2,3,7,4.8,12.5,11.3,13,208.5
Shaun Livingston,PG,11/11/2015,GSW,@,MEM,W,0,23,3,3,1,3,3,1,0,0,,0,0,,0,0,0,2,1,0,0,1,6,7.1,11,11,-7,200
Wayne Ellington,SG,11/11/2015,BRK,@,HOU,W,0,19,2,8,0.25,1,5,0.2,1,3,0.333,0,0,,1,1,2,1,1,0,0,0,5,2.9,11.5,10.9,11.5,208
Lavoy Allen,C,11/11/2015,IND,@,BOS,W,0,18,2,5,0.4,2,5,0.4,0,0,,2,2,1,1,3,4,0,0,0,0,4,6,3.3,11,10.8,3.5,202.5
Omer Asik,C,11/11/2015,NOP,@,ATL,L,1,21,0,1,0,0,1,0,0,0,,4,6,0.667,1,7,8,0,0,0,3,4,4,0.7,12.5,10.6,13,208.5
David West,PF,11/11/2015,SAS,@,POR,W,0,13,2,5,0.4,2,5,0.4,0,0,,0,0,,0,3,3,2,0,1,2,2,4,1.5,11.75,10.6,-6.5,205
Aaron Gordon,PF,11/11/2015,ORL,,LAL,W,0,16,1,3,0.333,0,1,0,1,2,0.5,1,2,0.5,3,2,5,1,0,0,1,2,4,3.5,11.75,10.5,-8,201
Festus Ezeli,C,11/11/2015,GSW,@,MEM,W,1,20,1,2,0.5,1,2,0.5,0,0,,1,2,0.5,2,3,5,0,1,0,1,4,3,2.3,10.75,10,-7,200
Andrew Bogut,C,11/11/2015,GSW,@,MEM,W,0,15,1,3,0.333,1,3,0.333,0,0,,1,2,0.5,0,7,7,1,0,0,3,5,3,-1.3,11.75,9.9,-7,200
J.J. Barea,PG,11/11/2015,DAL,,LAC,W,0,16,0,5,0,0,5,0,0,0,,0,2,0,0,1,1,7,0,0,2,1,0,-1.5,10.75,9.7,6.5,211
Wesley Johnson,SF,11/11/2015,LAC,@,DAL,L,0,13,2,2,1,0,0,,2,2,1,1,2,0.5,0,1,1,1,0,0,0,1,7,6.6,10.75,9.7,-6.5,211
Allen Crabbe,SG,11/11/2015,POR,,SAS,L,0,20,1,6,0.167,1,4,0.25,0,2,0,4,4,1,0,1,1,1,1,0,1,2,6,2.4,10.25,9.7,6.5,205
Josh Smith,PF,11/11/2015,LAC,@,DAL,L,0,13,2,6,0.333,0,2,0,2,4,0.5,1,2,0.5,1,2,3,0,0,0,1,2,7,2.7,11.25,9.6,-6.5,211
Matt Barnes,SF,11/11/2015,MEM,,GSW,L,0,26,1,8,0.125,0,4,0,1,4,0.25,0,0,,1,2,3,0,2,0,1,4,3,-1.5,10.75,9.6,7,200
Alonzo Gee,SF,11/11/2015,NOP,@,ATL,L,0,30,3,4,0.75,2,2,1,1,2,0.5,0,0,,0,1,1,0,1,0,1,5,7,3.7,10.25,9.2,13,208.5
Charlie Villanueva,PF,11/11/2015,DAL,,LAC,W,0,12,2,4,0.5,2,2,1,0,2,0,0,0,,0,3,3,1,0,0,0,0,4,3.6,9.25,9.1,6.5,211
Christian Wood,PF,11/11/2015,PHI,,TOR,L,0,16,2,7,0.286,2,6,0.333,0,1,0,0,0,,0,3,3,1,0,0,0,1,4,1.1,9.25,9.1,9.5,196
Leandro Barbosa,PG,11/11/2015,GSW,@,MEM,W,0,14,2,5,0.4,2,4,0.5,0,1,0,0,1,0,0,0,0,4,0,0,1,0,4,2.7,9.5,9,-7,200
R.J. Hunter,SG,11/11/2015,BOS,,IND,L,0,20,2,5,0.4,1,2,0.5,1,3,0.333,0,0,,0,2,2,1,0,0,0,0,5,3.6,9.5,8.9,-3.5,202.5
Will Barton,SG,11/11/2015,DEN,,MIL,W,0,17,3,5,0.6,3,4,0.75,0,1,0,0,0,,0,2,2,1,0,0,1,2,6,3.2,9.5,8.9,-3.5,195
John Henson,PF,11/11/2015,MIL,@,DEN,L,0,15,2,5,0.4,2,5,0.4,0,0,,0,0,,0,2,2,1,0,1,1,2,4,1.5,9.5,8.9,3.5,195
Patrick Mills,PG,11/11/2015,SAS,@,POR,W,0,18,3,3,1,2,2,1,1,1,1,0,0,,0,1,1,1,0,0,1,0,7,6.1,9.75,8.7,-6.5,205
Randy Foye,PG,11/11/2015,DEN,,MIL,W,0,17,2,5,0.4,2,3,0.667,0,2,0,0,0,,1,2,3,0,1,0,1,4,4,1,9.25,8.6,-3.5,195
Kosta Koufos,C,11/11/2015,SAC,,DET,W,0,23,2,5,0.4,2,5,0.4,0,0,,0,0,,0,3,3,0,1,0,1,2,4,1.4,9.25,8.6,1.5,205.5
Marco Belinelli,SG,11/11/2015,SAC,,DET,W,0,28,2,7,0.286,1,4,0.25,1,3,0.333,4,4,1,0,0,0,0,0,0,1,4,9,2.3,9,8,1.5,205.5
Terrence Jones,PF,11/11/2015,HOU,,BRK,L,0,16,0,3,0,0,2,0,0,1,0,0,2,0,1,3,4,2,0,0,0,2,0,-0.7,8,7.8,-11.5,208
Mike Muscala,C,11/11/2015,ATL,,NOP,W,0,8,1,2,0.5,0,1,0,1,1,1,0,0,,0,1,1,1,0,1,0,0,3,3.7,8.25,7.7,-13,208.5
Glenn Robinson III,SF,11/11/2015,IND,@,BOS,W,0,14,0,1,0,0,1,0,0,0,,0,0,,1,2,3,0,1,1,0,0,0,2.3,7.75,7.6,3.5,202.5
Lance Stephenson,SG,11/11/2015,LAC,@,DAL,L,1,21,3,9,0.333,3,7,0.429,0,2,0,0,0,,2,0,2,0,0,0,1,1,6,0.9,8,7.4,-6.5,211
Rondae Hollis-Jefferson,SF,11/11/2015,BRK,@,HOU,W,1,12,0,2,0,0,2,0,0,0,,0,0,,2,2,4,1,1,1,3,1,0,-0.4,9,7.3,11.5,208
Russ Smith,PG,11/11/2015,MEM,,GSW,L,0,13,1,2,0.5,1,2,0.5,0,0,,3,4,0.75,0,1,1,0,1,0,1,1,5,3.5,7.75,7.2,7,200
Victor Oladipo,SG,11/11/2015,ORL,,LAL,W,1,7,1,2,0.5,0,1,0,1,1,1,0,0,,0,2,2,1,0,0,0,1,3,2.9,7.5,6.9,-8,201
Terry Rozier,PG,11/11/2015,BOS,,IND,L,0,16,2,9,0.222,2,5,0.4,0,4,0,0,0,,1,0,1,1,0,0,0,2,4,-0.9,6.75,6.7,-3.5,202.5
Kostas Papanikolaou,SF,11/11/2015,DEN,,MIL,W,0,10,1,2,0.5,0,0,,1,2,0.5,0,0,,1,2,3,0,0,0,1,1,3,1.9,6.75,5.6,-3.5,195
Tarik Black,C,11/11/2015,LAL,@,ORL,L,0,6,0,2,0,0,2,0,0,0,,0,0,,1,2,3,0,0,1,0,1,0,0.2,5.75,5.6,8,201
Kelly Olynyk,C,11/11/2015,BOS,,IND,L,0,15,1,5,0.2,1,3,0.333,0,2,0,2,2,1,0,0,0,1,1,0,2,2,4,-0.2,6.5,5.5,-3.5,202.5
Alexis Ajinca,C,11/11/2015,NOP,@,ATL,L,0,9,0,3,0,0,3,0,0,0,,0,0,,1,3,4,1,0,0,1,1,0,-1.2,6,5.3,13,208.5
Corey Brewer,SF,11/11/2015,HOU,,BRK,L,0,15,2,6,0.333,2,5,0.4,0,1,0,0,0,,0,1,1,0,0,0,0,0,4,0.9,5.25,5.2,-11.5,208
Tyler Ennis,PG,11/11/2015,MIL,@,DEN,L,1,15,3,4,0.75,2,2,1,1,2,0.5,0,0,,0,0,0,0,0,0,2,1,7,3,6.5,5,3.5,195
Noah Vonleh,PF,11/11/2015,POR,,SAS,L,0,7,1,2,0.5,1,2,0.5,0,0,,0,0,,0,2,2,0,0,0,0,1,2,1.2,4.5,4.4,6.5,205
Anthony Bennett,SF,11/11/2015,TOR,@,PHI,W,0,5,0,1,0,0,0,,0,1,0,2,2,1,0,2,2,0,0,0,0,0,2,1.9,4.5,4.4,-9.5,196
Langston Galloway,SG,11/11/2015,NYK,@,CHO,L,0,19,2,6,0.333,2,5,0.4,0,1,0,0,0,,0,0,0,0,0,0,0,2,4,-0.2,4,4,6.5,200.5
Jonas Jerebko,PF,11/11/2015,BOS,,IND,L,0,16,0,1,0,0,1,0,0,0,,0,0,,1,1,2,1,0,0,0,3,0,-0.2,4,3.9,-3.5,202.5
Aron Baynes,C,11/11/2015,DET,@,SAC,L,0,13,1,3,0.333,1,3,0.333,0,0,,0,0,,0,1,1,0,0,0,0,1,2,0.2,3.25,3.2,-1.5,205.5
Luc Mbah a Moute,SF,11/11/2015,LAC,@,DAL,L,0,7,0,1,0,0,1,0,0,0,,0,0,,0,1,1,0,1,0,0,2,0,-0.2,3.25,3.2,-6.5,211
Devyn Marble,SF,11/11/2015,ORL,,LAL,W,0,6,0,4,0,0,2,0,0,2,0,0,0,,0,1,1,0,1,0,0,0,0,-1.5,3.25,3.2,-8,201
Marreese Speights,C,11/11/2015,GSW,@,MEM,W,0,5,0,3,0,0,3,0,0,0,,0,0,,0,0,0,0,1,2,3,2,0,-3.5,4.5,3,-7,200
Lance Thomas,SF,11/11/2015,NYK,@,CHO,L,0,15,0,3,0,0,0,,0,3,0,0,0,,1,0,1,1,0,0,0,2,0,-1.5,2.75,2.7,6.5,200.5
Delon Wright,PG,11/11/2015,TOR,@,PHI,W,0,3,0,2,0,0,2,0,0,0,,0,0,,1,1,2,0,0,0,0,0,0,-0.4,2.5,2.4,-9.5,196
Kevin Seraphin,PF,11/11/2015,NYK,@,CHO,L,0,3,1,1,1,1,1,1,0,0,,0,0,,1,0,1,0,0,0,1,0,2,1.4,2.75,2.2,6.5,200.5
James Anderson,SG,11/11/2015,SAC,,DET,W,1,17,1,3,0.333,0,1,0,1,2,0.5,0,0,,1,0,1,0,0,0,2,3,3,-1.2,3.75,2.2,1.5,205.5
Jason Thompson,PF,11/11/2015,GSW,@,MEM,W,0,1,1,1,1,1,1,1,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,2,2,-7,200
Derrick Williams,SF,11/11/2015,NYK,@,CHO,L,0,4,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,2,0,2,1,0,-1.1,3,2,6.5,200.5
Lucas Nogueira,C,11/11/2015,TOR,@,PHI,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0.7,2,2,-9.5,196
James Michael McAdoo,PF,11/11/2015,GSW,@,MEM,W,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,1.5,1.5,-7,200
Maurice Harkless,SF,11/11/2015,POR,,SAS,L,0,16,0,2,0,0,1,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,0,-0.7,1.5,1.5,6.5,205
Justin Holiday,SG,11/11/2015,ATL,,NOP,W,0,4,0,2,0,0,0,,0,2,0,0,0,,0,1,1,0,0,0,0,1,0,-1.5,1.25,1.2,-13,208.5
Pat Connaughton,SG,11/11/2015,POR,,SAS,L,0,1,0,1,0,0,1,0,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0,1.25,1.2,6.5,205
Matt Bonner,PF,11/11/2015,SAS,@,POR,W,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,1.25,1.2,-6.5,205
Jeff Green,SF,11/11/2015,MEM,,GSW,L,0,17,0,2,0,0,1,0,0,1,0,0,0,,0,2,2,0,0,0,2,1,0,-3.2,1.5,0.4,7,200
Jeremy Evans,SF,11/11/2015,DAL,,LAC,W,0,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-0.7,0.75,0.2,6.5,211
Mike Scott,PF,11/11/2015,ATL,,NOP,W,0,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,-13,208.5
Jason Terry,PG,11/11/2015,HOU,,BRK,L,0,9,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0,0,-11.5,208
Myles Turner,C,11/11/2015,IND,@,BOS,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3.5,202.5
Pablo Prigioni,PG,11/11/2015,LAC,@,DAL,L,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,-6.5,211
Tim Frazier,PG,11/11/2015,POR,,SAS,L,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,6.5,205
Ben McLemore,SG,11/11/2015,SAC,,DET,W,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,0,0,1.5,205.5
Ray McCallum,PG,11/11/2015,SAS,@,POR,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,-6.5,205
Kyle Anderson,SF,11/11/2015,SAS,@,POR,W,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,-6.5,205
Bruno Caboclo,SF,11/11/2015,TOR,@,PHI,W,0,1,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0,0,-9.5,196
Ian Clark,SG,11/11/2015,GSW,@,MEM,W,0,2,0,1,0,0,0,,0,1,0,0,0,,0,1,1,0,0,0,2,0,0,-2.4,0.25,-0.8,-7,200
Rashad Vaughn,SG,11/11/2015,MIL,@,DEN,L,0,10,0,1,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-0.5,-1,3.5,195
LeBron James,SF,11/10/2015,CLE,,UTA,W,1,38,11,19,0.579,10,16,0.625,1,3,0.333,8,12,0.667,3,4,7,8,2,0,5,2,31,25.6,53.75,50.4,-6,186.5
Kyle Lowry,PG,11/10/2015,TOR,,NYK,L,1,37,8,18,0.444,6,13,0.462,2,5,0.4,5,7,0.714,1,6,7,9,3,1,4,5,23,19.3,52.25,48.9,-7.5,196.5
Russell Westbrook,PG,11/10/2015,OKC,@,WAS,W,1,28,7,17,0.412,4,13,0.308,3,4,0.75,5,6,0.833,2,9,11,11,1,0,5,0,22,20.3,53.25,48.7,-6.5,216
Mo Williams,PG,11/10/2015,CLE,,UTA,W,1,36,8,9,0.889,4,5,0.8,4,4,1,9,10,0.9,0,6,6,6,2,0,5,1,29,28.1,49,44.2,-6,186.5
Karl-Anthony Towns,C,11/10/2015,MIN,,CHO,L,1,30,7,16,0.438,7,15,0.467,0,1,0,5,5,1,2,11,13,2,1,3,2,3,19,16.6,45.25,43.6,3.5,202
Hassan Whiteside,C,11/10/2015,MIA,,LAL,W,1,27,8,12,0.667,8,12,0.667,0,0,,3,6,0.5,7,8,15,0,0,3,0,1,19,21.6,43.75,43,-11,200
Greg Monroe,PF,11/10/2015,MIL,,BOS,L,1,33,7,11,0.636,7,11,0.636,0,0,,3,5,0.6,2,12,14,4,1,1,2,2,17,18,43.5,41.8,2,202.5
Ish Smith,PG,11/10/2015,NOP,,DAL,W,0,27,6,11,0.545,6,11,0.545,0,0,,5,5,1,0,3,3,12,1,1,2,2,17,19.9,41.75,40.6,2.5,210.5
Chris Bosh,PF,11/10/2015,MIA,,LAL,W,1,33,9,16,0.563,7,11,0.636,2,5,0.4,10,12,0.833,3,8,11,0,0,0,3,2,30,22.3,43.25,40.2,-11,200
Ryan Anderson,PF,11/10/2015,NOP,,DAL,W,0,28,10,16,0.625,8,12,0.667,2,4,0.5,3,4,0.75,5,6,11,2,0,0,2,3,25,20.9,41.75,39.2,2.5,210.5
DeMar DeRozan,SG,11/10/2015,TOR,,NYK,L,1,39,11,23,0.478,11,22,0.5,0,1,0,7,9,0.778,0,5,5,2,1,0,1,1,29,19,39.75,39,-7.5,196.5
Carmelo Anthony,SF,11/10/2015,NYK,@,TOR,W,1,33,10,23,0.435,8,17,0.471,2,6,0.333,3,3,1,0,4,4,3,3,0,2,2,25,16.4,40.5,38.3,7.5,196.5
Kevin Love,PF,11/10/2015,CLE,,UTA,W,1,40,6,16,0.375,2,6,0.333,4,10,0.4,6,6,1,2,6,8,3,2,0,2,2,22,17.7,41.5,38.1,-6,186.5
Derrick Favors,PF,11/10/2015,UTA,@,CLE,L,1,35,7,12,0.583,7,12,0.583,0,0,,3,6,0.5,4,5,9,4,2,0,1,3,17,17.1,37.75,36.8,6,186.5
Evan Turner,SG,11/10/2015,BOS,@,MIL,W,0,29,6,12,0.5,5,8,0.625,1,4,0.25,0,0,,0,5,5,6,4,0,1,2,13,14.9,36.25,35,-2,202.5
Robin Lopez,C,11/10/2015,NYK,@,TOR,W,1,29,6,11,0.545,6,11,0.545,0,0,,0,0,,5,3,8,2,1,4,0,6,12,13.9,35,34.6,7.5,196.5
Zach LaVine,PG,11/10/2015,MIN,,CHO,L,1,37,9,19,0.474,8,15,0.533,1,4,0.25,1,2,0.5,1,4,5,8,2,0,8,2,20,10.6,38.75,34,3.5,202
Serge Ibaka,PF,11/10/2015,OKC,@,WAS,W,1,30,9,15,0.6,6,12,0.5,3,3,1,2,3,0.667,3,3,6,3,0,0,2,3,23,17.6,35.5,32.7,-6.5,216
Cory Joseph,PG,11/10/2015,TOR,,NYK,L,0,27,4,9,0.444,3,7,0.429,1,2,0.5,3,3,1,2,4,6,8,1,0,1,1,12,15.1,33.5,32.2,-7.5,196.5
Jared Sullinger,PF,11/10/2015,BOS,@,MIL,W,1,20,5,10,0.5,4,8,0.5,1,2,0.5,0,0,,5,5,10,3,1,1,0,2,11,14,32.5,31.5,-2,202.5
Anthony Davis,PF,11/10/2015,NOP,,DAL,W,1,19,8,14,0.571,8,13,0.615,0,1,0,1,4,0.25,0,7,7,2,1,1,1,2,17,12.6,32.25,31.4,2.5,210.5
Alec Burks,SG,11/10/2015,UTA,@,CLE,L,0,30,7,13,0.538,3,8,0.375,4,5,0.8,6,6,1,0,3,3,3,1,0,3,5,24,16.7,34.75,31.1,6,186.5
Rudy Gobert,C,11/10/2015,UTA,@,CLE,L,1,33,6,10,0.6,6,10,0.6,0,0,,3,4,0.75,4,3,7,5,1,0,2,2,15,15.4,32.25,30.9,6,186.5
Luol Deng,SF,11/10/2015,MIA,,LAL,W,1,30,5,9,0.556,2,3,0.667,3,6,0.5,1,1,1,1,3,4,4,3,0,0,2,14,16.3,32.5,30.8,-11,200
Kevin Durant,SF,11/10/2015,OKC,@,WAS,W,1,17,4,8,0.5,2,6,0.333,2,2,1,4,4,1,0,10,10,4,0,0,2,0,14,13.8,32.5,30,-6.5,216
Charlie Villanueva,PF,11/10/2015,DAL,@,NOP,L,0,26,6,14,0.429,5,10,0.5,1,4,0.25,2,2,1,0,9,9,2,0,1,1,1,15,11,31.25,29.8,2.5,210.5
Nicolas Batum,SF,11/10/2015,CHO,@,MIN,W,1,35,6,11,0.545,3,6,0.5,3,5,0.6,2,2,1,0,6,6,3,0,2,4,3,17,11.8,32.5,28.7,-3.5,202
Nemanja Bjelica,PF,11/10/2015,MIN,,CHO,L,0,28,4,7,0.571,1,2,0.5,3,5,0.6,2,2,1,2,5,7,4,0,1,1,4,13,13.5,30.75,28.4,3.5,202
Eric Gordon,SG,11/10/2015,NOP,,DAL,W,1,34,5,19,0.263,1,6,0.167,4,13,0.308,3,3,1,1,1,2,3,1,1,0,1,17,10.1,30,27.9,2.5,210.5
Gordon Hayward,SF,11/10/2015,UTA,@,CLE,L,1,35,6,16,0.375,5,13,0.385,1,3,0.333,4,4,1,1,2,3,4,2,0,3,5,17,9.3,29.75,27.6,6,186.5
Dion Waiters,SG,11/10/2015,OKC,@,WAS,W,0,23,7,10,0.7,3,5,0.6,4,5,0.8,7,7,1,0,2,2,1,0,0,2,1,25,19.7,30,26.9,-6.5,216
Ramon Sessions,PG,11/10/2015,WAS,,OKC,L,0,23,6,9,0.667,5,7,0.714,1,2,0.5,2,5,0.4,0,2,2,5,1,1,2,2,15,12.9,28.5,26.9,6.5,216
David Lee,PF,11/10/2015,BOS,@,MIL,W,0,21,5,7,0.714,5,7,0.714,0,0,,3,4,0.75,4,1,5,3,0,2,1,2,13,14.5,27.25,26.5,-2,202.5
Cody Zeller,PF,11/10/2015,CHO,@,MIN,W,0,24,5,8,0.625,5,8,0.625,0,0,,4,6,0.667,3,3,6,1,2,0,1,4,14,12.7,26.5,25.7,-3.5,202
Nick Young,SG,11/10/2015,LAL,@,MIA,L,0,26,6,13,0.462,1,4,0.25,5,9,0.556,0,0,,0,2,2,2,1,1,1,0,17,13,28.5,25.4,11,200
Kevin Martin,SG,11/10/2015,MIN,,CHO,L,1,40,6,16,0.375,5,13,0.385,1,3,0.333,5,6,0.833,1,2,3,5,1,0,6,5,18,6.6,28.75,25.1,3.5,202
Marvin Williams,PF,11/10/2015,CHO,@,MIN,W,1,35,2,6,0.333,1,2,0.5,1,4,0.25,2,2,1,1,9,10,0,2,2,2,4,7,6.8,27,25,-3.5,202
Dirk Nowitzki,PF,11/10/2015,DAL,@,NOP,L,1,20,7,13,0.538,6,8,0.75,1,5,0.2,3,3,1,0,4,4,2,0,0,1,0,18,13.3,26,24.8,2.5,210.5
Langston Galloway,SG,11/10/2015,NYK,@,TOR,W,0,28,6,10,0.6,4,7,0.571,2,3,0.667,1,2,0.5,1,3,4,4,0,0,1,3,15,12.2,26.5,24.8,7.5,196.5
Jonas Valanciunas,C,11/10/2015,TOR,,NYK,L,1,32,6,8,0.75,6,8,0.75,0,0,,4,4,1,4,5,9,0,0,0,2,1,16,14.7,26.25,24.8,-7.5,196.5
Jeremy Lin,PG,11/10/2015,CHO,@,MIN,W,0,26,6,11,0.545,5,6,0.833,1,5,0.2,6,8,0.75,0,1,1,3,0,0,0,1,19,14.9,25.25,24.7,-3.5,202
Rodney Hood,SF,11/10/2015,UTA,@,CLE,L,1,30,4,10,0.4,2,3,0.667,2,7,0.286,6,6,1,0,3,3,2,2,0,2,6,16,10.5,26.75,24.6,6,186.5
Jae Crowder,SF,11/10/2015,BOS,@,MIL,W,1,37,3,12,0.25,1,5,0.2,2,7,0.286,4,5,0.8,0,2,2,2,4,0,1,3,12,8.2,26,24.4,-2,202.5
Dwyane Wade,SG,11/10/2015,MIA,,LAL,W,1,25,5,14,0.357,5,13,0.385,0,1,0,2,3,0.667,0,2,2,6,0,1,1,2,12,7.5,25,24.4,-11,200
Jeremy Lamb,SG,11/10/2015,CHO,@,MIN,W,0,23,8,10,0.8,6,7,0.857,2,3,0.667,0,0,,0,4,4,0,1,0,1,1,18,15,25.5,23.8,-3.5,202
Zaza Pachulia,C,11/10/2015,DAL,@,NOP,L,1,21,3,6,0.5,3,6,0.5,0,0,,6,6,1,2,3,5,1,2,0,0,1,12,13.6,23.75,23.5,2.5,210.5
Jabari Parker,PF,11/10/2015,MIL,,BOS,L,1,24,4,6,0.667,4,6,0.667,0,0,,0,0,,3,5,8,1,2,0,0,1,8,11.3,23.5,23.1,2,202.5
Otto Porter,SF,11/10/2015,WAS,,OKC,L,1,28,4,9,0.444,4,6,0.667,0,3,0,6,7,0.857,1,4,5,0,2,0,1,2,14,11,23.75,23,6.5,216
Isaiah Thomas,PG,11/10/2015,BOS,@,MIL,W,1,34,6,20,0.3,5,10,0.5,1,10,0.1,7,8,0.875,1,1,2,1,1,0,3,0,20,7.7,25,22.9,-2,202.5
Luis Scola,PF,11/10/2015,TOR,,NYK,L,1,22,3,10,0.3,3,8,0.375,0,2,0,5,6,0.833,2,5,7,1,1,0,0,0,11,9.4,23.25,22.9,-7.5,196.5
Trey Burke,PG,11/10/2015,UTA,@,CLE,L,0,24,6,11,0.545,4,8,0.5,2,3,0.667,2,2,1,0,2,2,3,1,0,2,1,16,12,25,22.9,6,186.5
John Wall,PG,11/10/2015,WAS,,OKC,L,1,25,4,13,0.308,4,11,0.364,0,2,0,1,1,1,0,2,2,5,2,0,0,2,9,6.8,23,22.9,6.5,216
Kris Humphries,PF,11/10/2015,WAS,,OKC,L,1,18,3,6,0.5,2,4,0.5,1,2,0.5,0,0,,1,4,5,3,0,2,0,1,7,9,22.25,21.5,6.5,216
Tristan Thompson,PF,11/10/2015,CLE,,UTA,W,0,28,2,5,0.4,2,5,0.4,0,0,,4,5,0.8,4,3,7,0,0,3,1,2,8,8.9,22.25,21.4,-6,186.5
Jerryd Bayless,PG,11/10/2015,MIL,,BOS,L,0,30,3,9,0.333,1,5,0.2,2,4,0.5,4,4,1,0,2,2,2,3,0,2,3,12,8.7,23.5,21.4,2,202.5
Lou Williams,PG,11/10/2015,LAL,@,MIA,L,0,26,3,11,0.273,1,6,0.167,2,5,0.4,6,7,0.857,1,3,4,3,0,0,2,3,14,7.6,23.5,21.3,11,200
James Johnson,SF,11/10/2015,TOR,,NYK,L,1,29,1,3,0.333,0,1,0,1,2,0.5,4,6,0.667,1,2,3,3,1,3,2,4,7,7.4,22.75,21.1,-7.5,196.5
Marcin Gortat,C,11/10/2015,WAS,,OKC,L,1,27,5,11,0.455,5,11,0.455,0,0,,5,6,0.833,2,1,3,1,0,1,1,1,15,10.6,21.75,21.1,6.5,216
Lance Thomas,SF,11/10/2015,NYK,@,TOR,W,0,22,5,7,0.714,2,4,0.5,3,3,1,4,4,1,1,2,3,0,0,0,0,2,17,14.6,22.25,20.6,7.5,196.5
Metta World Peace,SF,11/10/2015,LAL,@,MIA,L,1,22,5,7,0.714,1,3,0.333,4,4,1,0,0,,0,0,0,1,1,2,1,3,14,12,23,20.5,11,200
J.J. Barea,PG,11/10/2015,DAL,@,NOP,L,0,22,4,11,0.364,3,7,0.429,1,4,0.25,1,1,1,1,3,4,5,0,0,2,3,10,5.8,22,20.3,2.5,210.5
Kemba Walker,PG,11/10/2015,CHO,@,MIN,W,1,35,4,12,0.333,4,7,0.571,0,5,0,2,3,0.667,0,0,0,6,2,0,3,0,10,6,21.5,20,-3.5,202
Dwight Powell,PF,11/10/2015,DAL,@,NOP,L,0,17,4,5,0.8,4,5,0.8,0,0,,2,4,0.5,3,3,6,1,0,1,1,4,10,9.1,20.5,19.7,2.5,210.5
Giannis Antetokounmpo,SF,11/10/2015,MIL,,BOS,L,1,24,6,13,0.462,5,10,0.5,1,3,0.333,3,3,1,0,3,3,0,2,0,4,5,16,6.2,22.25,19.6,2,202.5
Julius Randle,PF,11/10/2015,LAL,@,MIA,L,1,26,2,6,0.333,2,5,0.4,0,1,0,3,5,0.6,0,7,7,4,0,0,2,3,7,4.5,20.75,19.4,11,200
Khris Middleton,SG,11/10/2015,MIL,,BOS,L,1,37,3,12,0.25,1,6,0.167,2,6,0.333,5,5,1,0,2,2,2,0,1,1,1,13,7.1,21,19.4,2,202.5
