Name,Team,Position,Dropped,Added,Total,Date,Net
T.J. Warren,PHO , SF,1414,65,1519,2016-11-19,-1349
Trey Lyles,UTA , PF,298,1211,1517,2016-11-19,913
Rondae Hollis-Jefferson,BKN ," SG,SF",674,825,1507,2016-11-19,151
Andre Roberson,OKC ," SG,SF",275,1211,1488,2016-11-19,936
Thabo Sefolosha,ATL ," SG,SF",1348,129,1483,2016-11-19,-1219
John Henson,MIL ," PF,C",1049,404,1464,2016-11-19,-645
Marcus Morris,DET ," SF,PF",1174,254,1457,2016-11-19,-920
Alex Len,PHO ," PF,C",564,835,1408,2016-11-19,271
Trevor Booker,BKN , PF,994,388,1400,2016-11-19,-606
Ish Smith,DET , PG,941,445,1399,2016-11-19,-496
Lou Williams,LAL ," PG,SG",161,1195,1386,2016-11-19,1034
Nik Stauskas,PHI ," SG,SF",338,1046,1386,2016-11-19,708
Deron Williams,DAL , PG,1117,225,1353,2016-11-19,-892
Michael Kidd-Gilchrist,CHA , SF,922,373,1312,2016-11-19,-549
DeMarre Carroll,TOR ," SF,PF",962,340,1310,2016-11-19,-622
Jonathan Gibson,DAL ," PG,SG",147,11459,11606,2016-11-20,11312
Will Barton,DEN ," SG,SF",278,5103,5387,2016-11-20,4825
Sean Kilpatrick,BKN ," PG,SG",4825,263,5104,2016-11-20,-4562
Alan Williams,PHO , PF,188,4538,4726,2016-11-20,4350
C.J. Miles,IND ," SG,SF",3837,156,4017,2016-11-20,-3681
Matt Barnes,SAC ," SG,SF",1104,2808,3913,2016-11-20,1704
Wilson Chandler,DEN ," SG,SF,PF",236,3462,3711,2016-11-20,3226
Tyler Johnson,MIA ," PG,SG",3484,110,3611,2016-11-20,-3374
Dion Waiters,MIA ," SG,SF",255,3078,3336,2016-11-20,2823
Terrence Ross,TOR ," SG,SF",828,2430,3261,2016-11-20,1602
Mike Muscala,ATL ," PF,C",1939,1209,3152,2016-11-20,-730
J.J. Barea,DAL ," PG,SG",2558,276,2842,2016-11-20,-2282
Lucas Nogueira,TOR ," PF,C",2304,308,2616,2016-11-20,-1996
Nick Young,LAL ," SG,SF",532,2051,2602,2016-11-20,1519
Nik Stauskas,PHI ," SG,SF",152,2316,2469,2016-11-20,2164
Greg Monroe,MIL ," PF,C",2075,347,2458,2016-11-20,-1728
Jon Leuer,DET ," PF,C",1894,464,2365,2016-11-20,-1430
Chandler Parsons,MEM ," SF,PF",2089,174,2291,2016-11-20,-1915
Trey Lyles,UTA , PF,745,1481,2232,2016-11-20,736
Vince Carter,MEM ," SG,SF",1983,217,2202,2016-11-20,-1766
Maurice Harkless,POR , SF,1152,1006,2168,2016-11-20,-146
Tyler Johnson,MIA ," SF,PF",245,1900,2146,2016-11-20,1655
Kelly Olynyk,BOS , C,2096,37,2135,2016-11-20,-2059
Tony Parker,SA , PG,227,1791,2021,2016-11-20,1564
E'Twaun Moore,NO ," PG,SG",1869,39,1913,2016-11-20,-1830
Seth Curry,DAL ," PG,SG",1210,662,1882,2016-11-20,-548
Ty Lawson,SAC , PG,741,1122,1864,2016-11-20,381
Cody Zeller,CHA ," PF,C",1307,506,1816,2016-11-20,-801
Tim Frazier,NO ," PG,SG",305,1477,1806,2016-11-20,1172
John Henson,MIL ," PF,C",1565,182,1752,2016-11-20,-1383
Jared Dudley,PHO ," SG,SF,PF",1082,656,1740,2016-11-20,-426
Terrence Jones,NO ," SF,PF",1091,636,1732,2016-11-20,-455
Robert Covington,PHI ," SF,PF",1544,156,1711,2016-11-20,-1388
Buddy Hield,NO , SG,1683,8,1695,2016-11-20,-1675
Channing Frye,CLE ," PF,C",1344,340,1689,2016-11-20,-1004
Josh Richardson,MIA ," SG,SF",220,1390,1617,2016-11-20,1170
Rondae Hollis-Jefferson,BKN ," SG,SF",1032,560,1607,2016-11-20,-472
Patrick Beverley,HOU ," PG,SG",735,803,1551,2016-11-20,68
Jrue Holiday,NO , PG,53,1431,1505,2016-11-20,1378
Alex Len,PHO ," PF,C",565,886,1464,2016-11-20,321
Bismack Biyombo,ORL ," PF,C",247,1203,1455,2016-11-20,956
Tyson Chandler,PHO , C,1144,274,1427,2016-11-20,-870
Joakim Noah,NY ," PF,C",1065,301,1380,2016-11-20,-764
Clint Capela,HOU ," PF,C",113,1240,1371,2016-11-20,1127
DeMarre Carroll,TOR ," SF,PF",532,829,1368,2016-11-20,297
Frank Kaminsky,CHA ," PF,C",206,1136,1347,2016-11-20,930
Dario Saric,PHI ," SF,PF",315,993,1322,2016-11-20,678
Andre Roberson,OKC ," SG,SF",576,731,1311,2016-11-20,155
Sergio Rodriguez,PHI , PG,565,722,1302,2016-11-20,157
Bojan Bogdanovic,BKN ," SG,SF",492,761,1266,2016-11-20,269
Jonathan Gibson,DAL ," PG,SG",2116,8573,10689,2016-11-21,6457
Will Barton,DEN ," SG,SF",364,7735,8105,2016-11-21,7371
Sean Kilpatrick,BKN ," PG,SG",6005,114,6127,2016-11-21,-5891
Larry Nance Jr.,LAL , PF,197,5619,5818,2016-11-21,5422
Langston Galloway,NO ," PG,SG",143,5032,5176,2016-11-21,4889
Alan Williams,PHO , PF,831,4345,5176,2016-11-21,3514
C.J. Miles,IND ," SG,SF",4383,486,4882,2016-11-21,-3897
Dion Waiters,MIA ," SG,SF",402,3755,4158,2016-11-21,3353
Lucas Nogueira,TOR ," PF,C",3901,113,4015,2016-11-21,-3788
Nick Young,LAL ," SG,SF",489,3320,3823,2016-11-21,2831
Tyler Johnson,MIA ," PG,SG",3483,193,3687,2016-11-21,-3290
Chandler Parsons,MEM ," SF,PF",3427,133,3575,2016-11-21,-3294
J.J. Barea,DAL ," PG,SG",3148,371,3523,2016-11-21,-2777
Wilson Chandler,DEN ," SG,SF,PF",446,2709,3163,2016-11-21,2263
Tony Parker,SA , PG,838,2210,3052,2016-11-21,1372
Nik Stauskas,PHI ," SG,SF",594,2431,3026,2016-11-21,1837
Tim Frazier,NO ," PG,SG",255,2639,2910,2016-11-21,2384
Greg Monroe,MIL ," PF,C",2453,377,2861,2016-11-21,-2076
Maurice Harkless,POR , SF,1606,1230,2844,2016-11-21,-376
Terrence Ross,TOR ," SG,SF",2367,458,2826,2016-11-21,-1909
Mike Muscala,ATL ," PF,C",2132,687,2822,2016-11-21,-1445
Matt Barnes,SAC ," SG,SF",1817,980,2801,2016-11-21,-837
Seth Curry,DAL ," PG,SG",1138,1576,2721,2016-11-21,438
Tyson Chandler,PHO , C,2190,500,2698,2016-11-21,-1690
Tyler Johnson,MIA ," SF,PF",778,1859,2638,2016-11-21,1081
Frank Kaminsky,CHA ," PF,C",288,2216,2506,2016-11-21,1928
Cody Zeller,CHA ," PF,C",1837,607,2452,2016-11-21,-1230
Terrence Jones,NO ," SF,PF",612,1803,2421,2016-11-21,1191
DeMarre Carroll,TOR ," SF,PF",595,1756,2361,2016-11-21,1161
Channing Frye,CLE ," PF,C",1786,496,2286,2016-11-21,-1290
John Henson,MIL ," PF,C",2111,161,2281,2016-11-21,-1950
Bismack Biyombo,ORL ," PF,C",285,1985,2277,2016-11-21,1700
Alex Len,PHO ," PF,C",345,1834,2186,2016-11-21,1489
Patrick Beverley,HOU ," PG,SG",1064,1077,2148,2016-11-21,13
Jon Leuer,DET ," PF,C",1515,622,2142,2016-11-21,-893
Andre Roberson,OKC ," SG,SF",616,1522,2138,2016-11-21,906
Vince Carter,MEM ," SG,SF",1763,335,2101,2016-11-21,-1428
Josh Richardson,MIA ," SG,SF",770,1317,2095,2016-11-21,547
Lou Williams,LAL ," PG,SG",160,1894,2073,2016-11-21,1734
Thabo Sefolosha,ATL ," SG,SF",965,1052,2019,2016-11-21,87
James Ennis III,MEM ," SG,SF",636,1368,2004,2016-11-21,732
Trey Lyles,UTA , PF,1624,370,1996,2016-11-21,-1254
Deron Williams,DAL , PG,1738,227,1975,2016-11-21,-1511
Kelly Olynyk,BOS , C,1883,37,1926,2016-11-21,-1846
Dario Saric,PHI ," SF,PF",802,1112,1924,2016-11-21,310
Andrew Bogut,DAL , C,1592,320,1916,2016-11-21,-1272
Sergio Rodriguez,PHI , PG,827,1013,1858,2016-11-21,186
Jared Dudley,PHO ," SG,SF,PF",1257,586,1848,2016-11-21,-671
T.J. Warren,PHO , SF,1612,187,1836,2016-11-21,-1425
Marvin Williams,CHA ," SF,PF",1447,304,1767,2016-11-21,-1143
Marco Belinelli,CHA ," SG,SF",131,7560,7692,2016-11-22,7429
Jonathan Gibson,DAL ," PG,SG",4094,201,4295,2016-11-22,-3893
Jamal Murray,DEN , SG,174,3756,3932,2016-11-22,3582
Seth Curry,DAL ," PG,SG",230,3419,3657,2016-11-22,3189
Dion Waiters,MIA ," SG,SF",414,2669,3091,2016-11-22,2255
Spencer Hawes,CHA ," PF,C",77,2951,3028,2016-11-22,2874
Larry Nance Jr.,LAL , PF,550,2302,2853,2016-11-22,1752
Will Barton,DEN ," SG,SF",599,2195,2800,2016-11-22,1596
Langston Galloway,NO ," PG,SG",861,1919,2782,2016-11-22,1058
Alex Len,PHO ," PF,C",197,2434,2639,2016-11-22,2237
Tim Frazier,NO ," PG,SG",148,2282,2447,2016-11-22,2134
Greg Monroe,MIL ," PF,C",1821,498,2343,2016-11-22,-1323
Sean Kilpatrick,BKN ," PG,SG",2164,105,2275,2016-11-22,-2059
C.J. Miles,IND ," SG,SF",1397,728,2131,2016-11-22,-669
Tyler Johnson,MIA ," PG,SG",1946,155,2112,2016-11-22,-1791
Terrence Jones,NO ," SF,PF",506,1564,2077,2016-11-22,1058
Nick Young,LAL ," SG,SF",227,1722,1962,2016-11-22,1495
Lucas Nogueira,TOR ," PF,C",1896,42,1945,2016-11-22,-1854
James Ennis III,MEM ," SG,SF",1876,65,1943,2016-11-22,-1811
Bismack Biyombo,ORL ," PF,C",186,1675,1866,2016-11-22,1489
Mike Muscala,ATL ," PF,C",1380,365,1751,2016-11-22,-1015
Frank Kaminsky,CHA ," PF,C",355,1358,1715,2016-11-22,1003
Tyson Chandler,PHO , C,1418,281,1703,2016-11-22,-1137
Marvin Williams,CHA ," SF,PF",1475,160,1645,2016-11-22,-1315
John Henson,MIL ," PF,C",1516,57,1580,2016-11-22,-1459
Alan Williams,PHO , PF,1103,466,1569,2016-11-22,-637
Wilson Chandler,DEN ," SG,SF,PF",166,1323,1500,2016-11-22,1157
Patrick Beverley,HOU ," PG,SG",1126,306,1440,2016-11-22,-820
Maurice Harkless,POR , SF,570,857,1436,2016-11-22,287
Cody Zeller,CHA ," PF,C",1063,346,1415,2016-11-22,-717
Jon Leuer,DET ," PF,C",532,868,1405,2016-11-22,336
Channing Frye,CLE ," PF,C",838,536,1382,2016-11-22,-302
J.J. Barea,DAL ," PG,SG",1159,222,1382,2016-11-22,-937
Andre Roberson,OKC ," SG,SF",433,947,1381,2016-11-22,514
Terrence Ross,TOR ," SG,SF",1193,183,1379,2016-11-22,-1010
Jusuf Nurkic,DEN , C,202,1106,1322,2016-11-22,904
Jared Dudley,PHO ," SG,SF,PF",1161,146,1308,2016-11-22,-1015
Thabo Sefolosha,ATL ," SG,SF",676,628,1307,2016-11-22,-48
Tony Parker,SA , PG,724,552,1280,2016-11-22,-172
Ish Smith,DET , PG,317,950,1278,2016-11-22,633
Evan Turner,POR ," SG,SF",422,849,1274,2016-11-22,427
Chandler Parsons,MEM ," SF,PF",1138,112,1267,2016-11-22,-1026
K. Korver,CLE ," SG,SF",231,995,1233,2016-11-22,764
Courtney Lee,NY ," SG,SF",714,506,1220,2016-11-22,-208
Dario Saric,PHI ," SF,PF",969,221,1196,2016-11-22,-748
DeMarre Carroll,TOR ," SF,PF",532,630,1167,2016-11-22,98
Allen Crabbe,POR ," PG,SG",759,403,1165,2016-11-22,-356
Nik Stauskas,PHI ," SG,SF",774,376,1152,2016-11-22,-398
Aaron Gordon,ORL ," SF,PF",984,148,1149,2016-11-22,-836
Lou Williams,LAL ," PG,SG",142,984,1143,2016-11-22,842
Jamal Murray,DEN , SG,244,8179,8423,2016-11-23,7935
Jerryd Bayless,PHI ," PG,SG",162,7385,7548,2016-11-23,7223
Marco Belinelli,CHA ," SG,SF",563,3077,3640,2016-11-23,2514
Frank Kaminsky,CHA ," PF,C",168,3263,3432,2016-11-23,3095
Nick Young,LAL ," SG,SF",300,2563,2870,2016-11-23,2263
Jonathan Gibson,DAL ," PG,SG",2717,119,2836,2016-11-23,-2598
Ersan Ilyasova,PHI ," SF,PF",132,2682,2817,2016-11-23,2550
DeMarre Carroll,TOR ," SF,PF",256,2553,2814,2016-11-23,2297
Alex Len,PHO ," PF,C",153,2599,2758,2016-11-23,2446
C.J. Miles,IND ," SG,SF",2059,687,2751,2016-11-23,-1372
Will Barton,DEN ," SG,SF",1919,807,2741,2016-11-23,-1112
Seth Curry,DAL ," PG,SG",1134,1580,2720,2016-11-23,446
Terrence Jones,NO ," SF,PF",259,2207,2477,2016-11-23,1948
Sergio Rodriguez,PHI , PG,2204,236,2450,2016-11-23,-1968
Alan Williams,PHO , PF,2209,213,2422,2016-11-23,-1996
Robert Covington,PHI ," SF,PF",376,1883,2269,2016-11-23,1507
T.J. Warren,PHO , SF,1785,249,2055,2016-11-23,-1536
Tim Frazier,NO ," PG,SG",82,1837,1935,2016-11-23,1755
Sean Kilpatrick,BKN ," PG,SG",1409,506,1927,2016-11-23,-903
Rondae Hollis-Jefferson,BKN ," SG,SF",1486,276,1766,2016-11-23,-1210
Maurice Harkless,POR , SF,438,1314,1765,2016-11-23,876
Greg Monroe,MIL ," PF,C",1135,540,1701,2016-11-23,-595
Brandon Jennings,NY , PG,262,1414,1677,2016-11-23,1152
Josh Richardson,MIA ," SG,SF",1457,185,1650,2016-11-23,-1272
Larry Nance Jr.,LAL , PF,750,893,1645,2016-11-23,143
Wilson Chandler,DEN ," SG,SF,PF",168,1435,1620,2016-11-23,1267
Dion Waiters,MIA ," SG,SF",694,879,1581,2016-11-23,185
Langston Galloway,NO ," PG,SG",1284,215,1501,2016-11-23,-1069
Ish Smith,DET , PG,747,737,1491,2016-11-23,-10
Dario Saric,PHI ," SF,PF",1274,151,1436,2016-11-23,-1123
Matt Barnes,SAC ," SG,SF",903,518,1427,2016-11-23,-385
Tyson Chandler,PHO , C,1058,345,1414,2016-11-23,-713
Tyler Johnson,MIA ," PG,SG",994,367,1374,2016-11-23,-627
Jusuf Nurkic,DEN , C,291,1065,1369,2016-11-23,774
Emmanuel Mudiay,DEN , PG,1136,213,1368,2016-11-23,-923
Jon Leuer,DET ," PF,C",603,741,1352,2016-11-23,138
Mike Muscala,ATL ," PF,C",1204,130,1339,2016-11-23,-1074
Spencer Hawes,CHA ," PF,C",303,963,1266,2016-11-23,660
Cody Zeller,CHA ," PF,C",900,344,1253,2016-11-23,-556
Tony Parker,SA , PG,721,510,1235,2016-11-23,-211
Chandler Parsons,MEM ," SF,PF",921,268,1207,2016-11-23,-653
Jose Calderon,LAL , PG,53,1152,1205,2016-11-23,1099
Bismack Biyombo,ORL ," PF,C",444,733,1185,2016-11-23,289
John Henson,MIL ," PF,C",1109,60,1173,2016-11-23,-1049
Channing Frye,CLE ," PF,C",547,610,1159,2016-11-23,63
K. Korver,CLE ," SG,SF",556,592,1159,2016-11-23,36
Allen Crabbe,POR ," PG,SG",1086,68,1157,2016-11-23,-1018
Vince Carter,MEM ," SG,SF",751,388,1148,2016-11-23,-363
J.J. Barea,DAL ," PG,SG",875,265,1141,2016-11-23,-610
JaMychal Green,MEM , PF,110,1022,1135,2016-11-23,912
Frank Kaminsky,CHA ," PF,C",242,6532,6775,2016-11-25,6290
Jerryd Bayless,PHI ," PG,SG",455,4646,5102,2016-11-25,4191
Jamal Murray,DEN , SG,284,4309,4600,2016-11-25,4025
Sergio Rodriguez,PHI , PG,4376,59,4448,2016-11-25,-4317
Marco Belinelli,CHA ," SG,SF",267,3348,3618,2016-11-25,3081
Will Barton,DEN ," SG,SF",3433,172,3614,2016-11-25,-3261
Ersan Ilyasova,PHI ," SF,PF",179,3074,3256,2016-11-25,2895
Cody Zeller,CHA ," PF,C",392,2760,3156,2016-11-25,2368
JaMychal Green,MEM , PF,123,2530,2657,2016-11-25,2407
T.J. Warren,PHO , SF,2322,157,2507,2016-11-25,-2165
Tyler Johnson,MIA ," SF,PF",95,2222,2319,2016-11-25,2127
John Henson,MIL ," PF,C",2205,44,2255,2016-11-25,-2161
Danny Green,SA ," SG,SF",93,1891,1996,2016-11-25,1798
Nick Young,LAL ," SG,SF",1729,196,1944,2016-11-25,-1533
Jonathan Gibson,DAL ," PG,SG",1846,74,1920,2016-11-25,-1772
Tyler Johnson,MIA ," PG,SG",295,1538,1843,2016-11-25,1243
Alex Len,PHO ," PF,C",201,1551,1763,2016-11-25,1350
Marvin Williams,CHA ," SF,PF",1286,447,1750,2016-11-25,-839
Seth Curry,DAL ," PG,SG",1511,141,1656,2016-11-25,-1370
DeMarre Carroll,TOR ," SF,PF",199,1418,1628,2016-11-25,1219
Jon Leuer,DET ," PF,C",376,1183,1568,2016-11-25,807
Sean Kilpatrick,BKN ," PG,SG",346,1212,1560,2016-11-25,866
Alan Williams,PHO , PF,1518,23,1543,2016-11-25,-1495
Maurice Harkless,POR , SF,363,1144,1516,2016-11-25,781
Deron Williams,DAL , PG,348,1106,1461,2016-11-25,758
Patty Mills,SA , PG,168,1274,1449,2016-11-25,1106
Greg Monroe,MIL ," PF,C",761,660,1448,2016-11-25,-101
Tyson Chandler,PHO , C,764,670,1439,2016-11-25,-94
Robert Covington,PHI ," SF,PF",666,737,1410,2016-11-25,71
Dario Saric,PHI ," SF,PF",1301,91,1404,2016-11-25,-1210
Terrence Jones,NO ," SF,PF",410,907,1332,2016-11-25,497
Mike Muscala,ATL ," PF,C",1187,131,1322,2016-11-25,-1056
C.J. Miles,IND ," SG,SF",1089,207,1307,2016-11-25,-882
Rondae Hollis-Jefferson,BKN ," SG,SF",1246,51,1306,2016-11-25,-1195
Dion Waiters,MIA ," SG,SF",339,945,1290,2016-11-25,606
Langston Galloway,NO ," PG,SG",1029,236,1268,2016-11-25,-793
Andrew Harrison,MEM ," PG,SG",35,1221,1256,2016-11-25,1186
Channing Frye,CLE ," PF,C",956,251,1211,2016-11-25,-705
Ish Smith,DET , PG,502,649,1161,2016-11-25,147
Wilson Chandler,DEN ," SG,SF,PF",148,953,1126,2016-11-25,805
Brandon Jennings,NY , PG,409,688,1099,2016-11-25,279
Larry Nance Jr.,LAL , PF,789,266,1061,2016-11-25,-523
Andre Roberson,OKC ," SG,SF",275,781,1057,2016-11-25,506
Spencer Hawes,CHA ," PF,C",751,300,1052,2016-11-25,-451
Tony Parker,SA , PG,662,376,1046,2016-11-25,-286
Kent Bazemore,ATL ," SG,SF",943,75,1030,2016-11-25,-868
Josh Richardson,MIA ," SG,SF",764,207,983,2016-11-25,-557
Michael Kidd-Gilchrist,CHA , SF,525,431,969,2016-11-25,-94
Bismack Biyombo,ORL ," PF,C",758,178,949,2016-11-25,-580
Patrick Beverley,HOU ," PG,SG",342,598,946,2016-11-25,256
Frank Kaminsky,CHA ," PF,C",1089,6865,7957,2016-11-26,5776
Jamal Murray,DEN , SG,147,6590,6743,2016-11-26,6443
Marco Belinelli,CHA ," SG,SF",2351,4287,6641,2016-11-26,1936
Ersan Ilyasova,PHI ," SF,PF",140,4656,4797,2016-11-26,4516
Glenn Robinson III,IND ," SG,SF",102,4332,4434,2016-11-26,4230
Will Barton,DEN ," SG,SF",3645,105,3771,2016-11-26,-3540
Sergio Rodriguez,PHI , PG,3563,77,3661,2016-11-26,-3486
Marvin Williams,CHA ," SF,PF",3278,102,3397,2016-11-26,-3176
Sean Kilpatrick,BKN ," PG,SG",276,2941,3222,2016-11-26,2665
Cody Zeller,CHA ," PF,C",561,2414,2980,2016-11-26,1853
Tyler Johnson,MIA ," SF,PF",926,2008,2936,2016-11-26,1082
JaMychal Green,MEM , PF,662,2165,2831,2016-11-26,1503
Maurice Harkless,POR , SF,205,2423,2636,2016-11-26,2218
Nik Stauskas,PHI ," SG,SF",139,2388,2529,2016-11-26,2249
Jeremy Lamb,CHA ," SG,SF",76,2381,2457,2016-11-26,2305
Tyler Johnson,MIA ," PG,SG",620,1706,2332,2016-11-26,1086
Dion Waiters,MIA ," SG,SF",537,1669,2219,2016-11-26,1132
Jon Leuer,DET ," PF,C",1079,1098,2186,2016-11-26,19
Nick Young,LAL ," SG,SF",1930,208,2166,2016-11-26,-1722
Jameer Nelson,DEN , PG,92,1912,2004,2016-11-26,1820
John Henson,MIL ," PF,C",1936,37,1976,2016-11-26,-1899
Joakim Noah,NY ," PF,C",1549,366,1920,2016-11-26,-1183
T.J. Warren,PHO , SF,1627,248,1894,2016-11-26,-1379
Jerryd Bayless,PHI ," PG,SG",1023,811,1840,2016-11-26,-212
Danny Green,SA ," SG,SF",508,1250,1772,2016-11-26,742
Wilson Chandler,DEN ," SG,SF,PF",53,1668,1742,2016-11-26,1615
Dario Saric,PHI ," SF,PF",1579,116,1705,2016-11-26,-1463
C.J. Miles,IND ," SG,SF",1405,234,1646,2016-11-26,-1171
Ish Smith,DET , PG,983,646,1639,2016-11-26,-337
Andre Roberson,OKC ," SG,SF",1390,244,1635,2016-11-26,-1146
Patrick Beverley,HOU ," PG,SG",252,1369,1625,2016-11-26,1117
Alex Len,PHO ," PF,C",321,1244,1579,2016-11-26,923
Seth Curry,DAL ," PG,SG",1295,269,1578,2016-11-26,-1026
Tyson Chandler,PHO , C,868,697,1578,2016-11-26,-171
Jonathan Gibson,DAL ," PG,SG",1465,97,1564,2016-11-26,-1368
Patty Mills,SA , PG,628,900,1530,2016-11-26,272
Vince Carter,MEM ," SG,SF",1364,147,1512,2016-11-26,-1217
E'Twaun Moore,NO ," PG,SG",175,1319,1499,2016-11-26,1144
Greg Monroe,MIL ," PF,C",459,972,1448,2016-11-26,513
Langston Galloway,NO ," PG,SG",937,491,1431,2016-11-26,-446
Terrence Jones,NO ," SF,PF",312,1113,1429,2016-11-26,801
Michael Kidd-Gilchrist,CHA , SF,1040,335,1396,2016-11-26,-705
Trevor Booker,BKN , PF,63,1312,1392,2016-11-26,1249
Alan Williams,PHO , PF,1296,39,1337,2016-11-26,-1257
Mike Muscala,ATL ," PF,C",1141,181,1326,2016-11-26,-960
Rondae Hollis-Jefferson,BKN ," SG,SF",1200,92,1299,2016-11-26,-1108
Deron Williams,DAL , PG,319,963,1289,2016-11-26,644
Andrew Bogut,DAL , C,262,1010,1274,2016-11-26,748
Larry Nance Jr.,LAL , PF,718,541,1262,2016-11-26,-177
DeMarre Carroll,TOR ," SF,PF",333,900,1246,2016-11-26,567
JaMychal Green,MEM , PF,440,7994,8440,2016-11-27,7554
Dion Waiters,MIA ," SG,SF",387,5408,5800,2016-11-27,5021
Will Barton,DEN ," SG,SF",4358,101,4470,2016-11-27,-4257
Frank Kaminsky,CHA ," PF,C",924,3402,4332,2016-11-27,2478
Jamal Murray,DEN , SG,1191,2990,4186,2016-11-27,1799
Ersan Ilyasova,PHI ," SF,PF",271,3535,3810,2016-11-27,3264
Troy Williams,MEM ," SG,SF,PF",74,3720,3794,2016-11-27,3646
Marco Belinelli,CHA ," SG,SF",3339,227,3569,2016-11-27,-3112
Sean Kilpatrick,BKN ," PG,SG",412,2825,3239,2016-11-27,2413
Cody Zeller,CHA ," PF,C",517,2453,2974,2016-11-27,1936
Marvin Williams,CHA ," SF,PF",2755,73,2840,2016-11-27,-2682
Jeremy Lamb,CHA ," SG,SF",158,2680,2838,2016-11-27,2522
Tyler Johnson,MIA ," SF,PF",728,1991,2721,2016-11-27,1263
Tyson Chandler,PHO , C,473,2239,2719,2016-11-27,1766
Glenn Robinson III,IND ," SG,SF",646,2042,2688,2016-11-27,1396
Jerryd Bayless,PHI ," PG,SG",2079,342,2426,2016-11-27,-1737
Maurice Harkless,POR , SF,339,1823,2171,2016-11-27,1484
Terrence Jones,NO ," SF,PF",1287,770,2067,2016-11-27,-517
Jonathan Gibson,DAL ," PG,SG",1939,66,2007,2016-11-27,-1873
Tyler Johnson,MIA ," PG,SG",722,1235,1967,2016-11-27,513
Jameer Nelson,DEN , PG,311,1594,1905,2016-11-27,1283
Sergio Rodriguez,PHI , PG,1044,846,1897,2016-11-27,-198
DeMarre Carroll,TOR ," SF,PF",252,1636,1893,2016-11-27,1384
Alex Len,PHO ," PF,C",1041,830,1878,2016-11-27,-211
Patrick Beverley,HOU ," PG,SG",777,1015,1804,2016-11-27,238
Joakim Noah,NY ," PF,C",1682,102,1787,2016-11-27,-1580
Nik Stauskas,PHI ," SG,SF",228,1525,1755,2016-11-27,1297
Wilson Chandler,DEN ," SG,SF,PF",65,1652,1731,2016-11-27,1587
Seth Curry,DAL ," PG,SG",1430,232,1664,2016-11-27,-1198
Patrick Patterson,TOR ," PF,C",126,1530,1657,2016-11-27,1404
Jon Leuer,DET ," PF,C",1275,371,1649,2016-11-27,-904
T.J. Warren,PHO , SF,1236,318,1565,2016-11-27,-918
John Henson,MIL ," PF,C",604,959,1564,2016-11-27,355
J.R. Smith,CLE ," SG,SF",1282,243,1532,2016-11-27,-1039
C.J. Miles,IND ," SG,SF",1275,210,1487,2016-11-27,-1065
E'Twaun Moore,NO ," PG,SG",759,658,1420,2016-11-27,-101
Thabo Sefolosha,ATL ," SG,SF",640,732,1377,2016-11-27,92
Nick Young,LAL ," SG,SF",772,585,1369,2016-11-27,-187
Marcus Morris,DET ," SF,PF",1078,229,1330,2016-11-27,-849
Aaron Gordon,ORL ," SF,PF",942,365,1328,2016-11-27,-577
Ish Smith,DET , PG,959,354,1326,2016-11-27,-605
Dario Saric,PHI ," SF,PF",1172,134,1311,2016-11-27,-1038
Andrew Bogut,DAL , C,391,915,1310,2016-11-27,524
Evan Turner,POR ," SG,SF",331,954,1287,2016-11-27,623
Rondae Hollis-Jefferson,BKN ," SG,SF",1115,153,1274,2016-11-27,-962
Jared Dudley,PHO ," SG,SF,PF",1213,58,1273,2016-11-27,-1155
Patty Mills,SA , PG,485,778,1268,2016-11-27,293
Greg Monroe,MIL ," PF,C",422,818,1266,2016-11-27,396
Langston Galloway,NO ," PG,SG",992,263,1258,2016-11-27,-729
Michael Kidd-Gilchrist,CHA , SF,861,387,1256,2016-11-27,-474
Sean Kilpatrick,BKN ," PG,SG",275,10273,10554,2016-11-28,9998
Jeremy Lamb,CHA ," SG,SF",233,8281,8514,2016-11-28,8048
JaMychal Green,MEM , PF,1488,5697,7187,2016-11-28,4209
Will Barton,DEN ," SG,SF",6594,75,6676,2016-11-28,-6519
John Henson,MIL ," PF,C",216,5243,5463,2016-11-28,5027
Frank Kaminsky,CHA ," PF,C",344,4823,5175,2016-11-28,4479
Tyson Chandler,PHO , C,267,4323,4600,2016-11-28,4056
Jerryd Bayless,PHI ," PG,SG",4364,153,4527,2016-11-28,-4211
Cody Zeller,CHA ," PF,C",551,3560,4115,2016-11-28,3009
Ersan Ilyasova,PHI ," SF,PF",797,3049,3855,2016-11-28,2252
Dion Waiters,MIA ," SG,SF",1791,1831,3627,2016-11-28,40
Maurice Harkless,POR , SF,520,2942,3471,2016-11-28,2422
Jamal Murray,DEN , SG,1997,1168,3173,2016-11-28,-829
Larry Nance Jr.,LAL , PF,356,2774,3131,2016-11-28,2418
Sergio Rodriguez,PHI , PG,591,2327,2930,2016-11-28,1736
Marco Belinelli,CHA ," SG,SF",2510,375,2888,2016-11-28,-2135
Marvin Williams,CHA ," SF,PF",2731,116,2861,2016-11-28,-2615
Tyler Johnson,MIA ," SF,PF",1070,1775,2845,2016-11-28,705
Jameer Nelson,DEN , PG,365,2380,2746,2016-11-28,2015
Nick Young,LAL ," SG,SF",415,2196,2629,2016-11-28,1781
Troy Williams,MEM ," SG,SF,PF",472,2079,2551,2016-11-28,1607
Patty Mills,SA , PG,271,2273,2545,2016-11-28,2002
