Id,Name,Position,Team,Salary,Projected,Scored,Date
128994,Gerald Henderson,SG,PHI,3500,17.73,21.5,2016-11-11
128995,Manu Ginobili,SG,SA,3500,14.74,14.75,2016-11-11
128996,Arron Afflalo,SG,SAC,3400,15.46,17.5,2016-11-11
128997,Sasha Vujacic,SG,NY,3000,6.01,1.25,2016-11-11
128998,Ron Baker,SG,NY,3000,0.0,6.0,2016-11-11
128999,James Young,SG,BOS,3000,0.0,4.5,2016-11-11
129000,Anthony Morrow,SG,OKC,3000,0.98,0.0,2016-11-11
129001,Alex Abrines,SG,OKC,3000,7.51,3.75,2016-11-11
129002,James Jones,SG,CLE,3000,0.63,1.25,2016-11-11
129003,DeAndre Liggins,SG,CLE,3000,0.0,0.0,2016-11-11
129004,Jordan McRae,SG,CLE,3000,0.25,0.0,2016-11-11
129005,Sheldon McClellan,SG,WAS,3000,3.46,3.25,2016-11-11
129006,Danuel House,SG,WAS,3000,0.0,1.25,2016-11-11
129007,Treveon Graham,SG,CHA,3000,7.46,8.75,2016-11-11
129008,Jodie Meeks,SG,ORL,3000,0.0,0.0,2016-11-11
129009,C.J. Wilcox,SG,ORL,3000,3.61,0.0,2016-11-11
129010,Alec Burks,SG,UTA,3000,0.0,0.0,2016-11-11
129011,Joe Young,SG,IND,3000,5.57,0.0,2016-11-11
129012,Nik Stauskas,SG,PHI,3000,10.58,18.0,2016-11-11
129013,Timothe Luwawu-Cabarrot,SG,PHI,3000,0.81,0.0,2016-11-11
129014,Ben McLemore,SG,SAC,3000,6.05,2.0,2016-11-11
129015,Malachi Richardson,SG,SAC,3000,0.0,0.0,2016-11-11
129016,Reggie Bullock,SG,DET,3000,0.0,0.0,2016-11-11
129017,Darrun Hilliard,SG,DET,3000,2.13,0.0,2016-11-11
129018,Andre Drummond,C,DET,7400,38.25,44.25,2016-11-11
129019,DeAndre Jordan,C,LAC,6600,30.47,31.75,2016-11-11
129020,Marcin Gortat,C,WAS,6400,32.1,25.25,2016-11-11
129021,Jonas Valanciunas,C,TOR,6400,25.9,28.0,2016-11-11
129022,Rudy Gobert,C,UTA,6300,31.85,39.75,2016-11-11
129023,Al Horford,C,BOS,6100,0.0,0.0,2016-11-11
129024,Nikola Vucevic,C,ORL,6100,32.35,17.25,2016-11-11
129025,Joel Embiid,C,PHI,5900,33.71,36.75,2016-11-11
129026,Steven Adams,C,OKC,5600,26.75,13.25,2016-11-11
129027,Pau Gasol,C,SA,5200,25.52,47.25,2016-11-11
129028,Nerlens Noel,C,PHI,5000,0.0,0.0,2016-11-11
129029,Mason Plumlee,C,POR,5000,28.57,34.25,2016-11-11
129030,Tristan Thompson,C,CLE,4900,24.78,19.75,2016-11-11
129031,Enes Kanter,C,OKC,4700,25.2,30.25,2016-11-11
129032,Joakim Noah,C,NY,4600,21.69,31.0,2016-11-11
129033,Tyler Zeller,C,BOS,4100,14.22,20.5,2016-11-11
129034,Cody Zeller,C,CHA,4000,17.82,22.75,2016-11-11
129035,Bismack Biyombo,C,ORL,3900,19.48,17.5,2016-11-11
129036,Lucas Nogueira,C,TOR,3800,20.17,25.25,2016-11-11
129037,Roy Hibbert,C,CHA,3700,0.0,13.5,2016-11-11
129038,Al Jefferson,C,IND,3700,20.77,16.25,2016-11-11
129039,Dewayne Dedmon,C,SA,3700,10.15,5.5,2016-11-11
129040,Jakob Poeltl,C,TOR,3300,7.91,0.0,2016-11-11
129041,Kosta Koufos,C,SAC,3300,15.7,17.0,2016-11-11
129042,Willy Hernangomez,C,NY,3100,10.22,31.0,2016-11-11
129043,Marshall Plumlee,C,NY,3000,0.0,0.0,2016-11-11
129044,Nick Collison,C,OKC,3000,0.0,1.0,2016-11-11
129045,Diamond Stone,C,LAC,3000,0.0,0.0,2016-11-11
129046,Chris Andersen,C,CLE,3000,0.0,0.0,2016-11-11
129047,Ian Mahinmi,C,WAS,3000,0.0,0.0,2016-11-11
129048,Daniel Ochefu,C,WAS,3000,2.59,0.0,2016-11-11
129049,Jared Sullinger,C,TOR,3000,0.0,0.0,2016-11-11
129050,Jeff Withey,C,UTA,3000,4.32,2.0,2016-11-11
129051,Kevin Seraphin,C,IND,3000,2.78,6.75,2016-11-11
129052,Festus Ezeli,C,POR,3000,0.0,0.0,2016-11-11
129053,Ed Davis,C,POR,3000,3.84,7.0,2016-11-11
129054,Willie Cauley-Stein,C,SAC,3000,12.37,6.5,2016-11-11
129055,Georgios Papagiannis,C,SAC,3000,0.0,0.0,2016-11-11
129056,Aron Baynes,C,DET,3000,9.99,7.0,2016-11-11
129057,Boban Marjanovic,C,DET,3000,2.57,0.0,2016-11-11
129058,C.J. McCollum,PG/SG,POR,6900,36.29,50.25,2016-11-11
129059,George Hill,PG/SG,UTA,6700,0.0,0.0,2016-11-11
129060,Victor Oladipo,PG/SG,OKC,5400,25.3,22.5,2016-11-11
129061,Marcus Smart,PG/SG,BOS,4900,24.47,42.5,2016-11-11
129062,Raymond Felton,PG/SG,LAC,3600,13.9,2.0,2016-11-11
129063,Iman Shumpert,PG/SG,CLE,3300,18.28,18.0,2016-11-11
129064,Rodney Stuckey,PG/SG,IND,3000,0.0,0.0,2016-11-11
129065,Garrett Temple,PG/SG,SAC,3000,14.62,10.0,2016-11-11
129066,Nicolas Batum,SG/SF,CHA,6100,29.79,41.5,2016-11-11
129067,C.J. Miles,SG/SF,IND,5000,27.74,22.0,2016-11-11
129068,Joe Johnson,SG/SF,UTA,4200,16.78,3.25,2016-11-11
129069,Allen Crabbe,SG/SF,POR,3900,13.44,33.75,2016-11-11
129070,Evan Turner,SG/SF,POR,3800,16.48,11.5,2016-11-11
129071,Terrence Ross,SG/SF,TOR,3700,15.71,11.5,2016-11-11
129072,Andre Roberson,SG/SF,OKC,3600,15.43,31.75,2016-11-11
129073,Jonathon Simmons,SG/SF,SA,3500,12.9,13.0,2016-11-11
129074,Mario Hezonja,SG/SF,ORL,3400,12.03,0.0,2016-11-11
129075,Kyle Anderson,SG/SF,SA,3300,11.25,20.5,2016-11-11
129076,Hollis Thompson,SG/SF,PHI,3200,15.31,10.0,2016-11-11
129077,Gerald Green,SG/SF,BOS,3000,8.93,1.75,2016-11-11
129078,Justin Holiday,SG/SF,NY,3000,6.71,22.75,2016-11-11
129079,Mike Dunleavy,SG/SF,CLE,3000,9.35,1.5,2016-11-11
129080,Kelly Oubre Jr.,SG/SF,WAS,3000,6.75,21.0,2016-11-11
129081,Jeremy Lamb,SG/SF,CHA,3000,0.0,0.0,2016-11-11
129082,Norman Powell,SG/SF,TOR,3000,9.11,7.25,2016-11-11
122210,Anthony Davis,PF/C,NO,10800,63.85,69.75,2016-11-01
122211,DeMarcus Cousins,PF/C,SAC,10400,49.85,44.75,2016-11-01
122212,Draymond Green,PF/C,GS,7700,45.08,40.0,2016-11-01
122213,Myles Turner,PF/C,IND,7300,36.7,23.0,2016-11-01
122214,LaMarcus Aldridge,PF/C,SA,7000,37.15,29.5,2016-11-01
122215,Gorgui Dieng,PF/C,MIN,6200,36.09,36.5,2016-11-01
122216,Serge Ibaka,PF/C,ORL,5600,26.94,30.5,2016-11-01
122217,Nerlens Noel,PF/C,PHI,5100,0.0,0.0,2016-11-01
122218,Jahlil Okafor,PF/C,PHI,4700,0.0,0.0,2016-11-01
122219,Trey Lyles,PF/C,UTA,3400,14.61,32.75,2016-11-01
122220,Kyle O'Quinn,PF/C,NY,3100,15.37,10.0,2016-11-01
122221,Boris Diaw,PF/C,UTA,3100,0.0,0.0,2016-11-01
122222,Kevin Durant,SF/PF,GS,10500,55.05,38.25,2016-11-01
122223,Kawhi Leonard,SF/PF,SA,8600,42.81,47.25,2016-11-01
122224,Tobias Harris,SF/PF,DET,6100,30.26,45.0,2016-11-01
122225,Jabari Parker,SF/PF,MIL,6000,27.23,23.0,2016-11-01
122226,Aaron Gordon,SF/PF,ORL,5700,31.91,20.5,2016-11-01
122227,Dario Saric,SF/PF,PHI,4600,14.63,28.25,2016-11-01
122228,Jeff Green,SF/PF,ORL,3900,16.1,6.5,2016-11-01
122229,Michael Beasley,SF/PF,MIL,3400,9.49,12.75,2016-11-01
122230,Larry Nance Jr.,SF/PF,LAL,3200,12.84,31.25,2016-11-01
122231,Lance Thomas,SF/PF,NY,3000,8.92,6.0,2016-11-01
122232,Jarell Martin,SF/PF,MEM,3000,12.17,11.75,2016-11-01
122233,Anthony Tolliver,SF/PF,SAC,3000,6.66,10.0,2016-11-01
122234,James Johnson,SF/PF,MIA,3000,11.23,17.75,2016-11-01
122235,Dante Cunningham,SF/PF,NO,3000,20.72,14.25,2016-11-01
122236,Damian Lillard,PG,POR,9500,50.48,38.75,2016-11-01
122237,Stephen Curry,PG,GS,9200,45.93,40.0,2016-11-01
122238,Giannis Antetokounmpo,PG,MIL,8900,46.58,54.5,2016-11-01
122239,Goran Dragic,PG,MIA,6700,35.07,56.0,2016-11-01
122240,D'Angelo Russell,PG,LAL,6700,30.05,14.5,2016-11-01
122241,Mike Conley,PG,MEM,6600,9.97,0.0,2016-11-01
122242,Jrue Holiday,PG,NO,6500,0.0,0.0,2016-11-01
122243,Reggie Jackson,PG,DET,6400,0.0,0.0,2016-11-01
122244,Jeff Teague,PG,IND,6000,31.06,28.5,2016-11-01
122245,Tim Frazier,PG,NO,5900,33.46,46.25,2016-11-01
122246,George Hill,PG,UTA,5800,29.96,38.5,2016-11-01
122247,Derrick Rose,PG,NY,5600,25.37,29.25,2016-11-01
122248,Ricky Rubio,PG,MIN,5600,0.0,0.0,2016-11-01
122249,Elfrid Payton,PG,ORL,5600,31.31,43.75,2016-11-01
122250,Ty Lawson,PG,SAC,5500,25.77,13.75,2016-11-01
122251,Ish Smith,PG,DET,5400,31.28,26.0,2016-11-01
122252,Darren Collison,PG,SAC,5300,0.0,0.0,2016-11-01
122253,Sergio Rodriguez,PG,PHI,4700,27.19,35.25,2016-11-01
122254,Jerryd Bayless,PG,PHI,4500,0.0,0.0,2016-11-01
122255,Kris Dunn,PG,MIN,4100,25.4,33.5,2016-11-01
122256,Brandon Jennings,PG,NY,3900,16.08,20.0,2016-11-01
122257,Patty Mills,PG,SA,3900,21.27,13.75,2016-11-01
122258,Tony Parker,PG,SA,3800,12.48,18.25,2016-11-01
122259,T.J. McConnell,PG,PHI,3600,16.75,13.75,2016-11-01
122260,Wade Baldwin IV,PG,MEM,3300,21.37,16.75,2016-11-01
122261,Beno Udrih,PG,DET,3200,13.07,7.75,2016-11-01
122262,John Lucas III,PG,MIN,3000,0.0,0.0,2016-11-01
122263,Andrew Harrison,PG,MEM,3000,11.93,29.0,2016-11-01
122264,Tyus Jones,PG,MIN,3000,0.0,15.0,2016-11-01
122265,C.J. Watson,PG,ORL,3000,2.28,2.5,2016-11-01
122266,D.J. Augustin,PG,ORL,3000,14.1,11.0,2016-11-01
122267,Shaun Livingston,PG,GS,3000,6.29,17.25,2016-11-01
122268,Shabazz Napier,PG,POR,3000,0.0,2.5,2016-11-01
122269,Tim Quarterman,PG,POR,3000,0.0,0.0,2016-11-01
122270,Aaron Brooks,PG,IND,3000,0.0,14.75,2016-11-01
122271,Jose Calderon,PG,LAL,3000,0.0,15.5,2016-11-01
122272,Marcelo Huertas,PG,LAL,3000,7.34,0.0,2016-11-01
122273,Jason Terry,PG,MIL,3000,0.0,0.0,2016-11-01
122274,Langston Galloway,PG,NO,3000,9.09,2.75,2016-11-01
122275,Shelvin Mack,PG,UTA,3000,12.41,17.25,2016-11-01
122276,Nicolas Laprovittola,PG,SA,3000,6.21,0.0,2016-11-01
122277,Bryn Forbes,PG,SA,3000,1.28,0.0,2016-11-01
122278,Raul Neto,PG,UTA,3000,8.38,0.0,2016-11-01
122279,Dante Exum,PG,UTA,3000,7.04,17.25,2016-11-01
122280,Dejounte Murray,PG,SA,3000,0.82,0.0,2016-11-01
122281,Hassan Whiteside,C,MIA,8700,42.32,32.75,2016-11-01
122282,Karl-Anthony Towns,C,MIN,8500,42.11,33.5,2016-11-01
122283,Andre Drummond,C,DET,8200,43.2,33.75,2016-11-01
122284,Rudy Gobert,C,UTA,6900,33.02,21.5,2016-11-01
122285,Marc Gasol,C,MEM,6100,0.0,0.0,2016-11-01
122286,Nikola Vucevic,C,ORL,6100,33.05,52.5,2016-11-01
122287,Pau Gasol,C,SA,6000,31.97,27.0,2016-11-01
122288,Joel Embiid,C,PHI,5700,28.6,42.5,2016-11-01
122289,Greg Monroe,C,MIL,5600,27.21,29.75,2016-11-01
122290,Joakim Noah,C,NY,5000,20.92,32.5,2016-11-01
122291,Mason Plumlee,C,POR,4600,25.76,24.25,2016-11-01
122292,Timofey Mozgov,C,LAL,4200,20.67,11.75,2016-11-01
122293,Bismack Biyombo,C,ORL,4000,11.83,16.5,2016-11-01
122294,Zaza Pachulia,C,GS,4000,22.33,15.5,2016-11-01
122295,Dewayne Dedmon,C,SA,3900,17.09,6.75,2016-11-01
122296,Al Jefferson,C,IND,3700,12.61,13.75,2016-11-01
122297,Ed Davis,C,POR,3300,10.72,7.25,2016-11-01
122298,Josh McRoberts,C,MIA,3200,0.0,0.0,2016-11-01
122299,Willie Reed,C,MIA,3200,12.28,6.5,2016-11-01
122300,Kosta Koufos,C,SAC,3100,17.49,18.75,2016-11-01
122301,Willie Cauley-Stein,C,SAC,3100,5.76,0.0,2016-11-01
122302,Aron Baynes,C,DET,3000,14.26,8.5,2016-11-01
122303,Boban Marjanovic,C,DET,3000,1.74,0.0,2016-11-01
122304,Marshall Plumlee,C,NY,3000,0.0,0.0,2016-11-01
122305,Willy Hernangomez,C,NY,3000,5.2,2.75,2016-11-01
122306,Brandan Wright,C,MEM,3000,0.0,0.0,2016-11-01
122307,Cole Aldrich,C,MIN,3000,8.29,8.5,2016-11-01
122308,Nikola Pekovic,C,MIN,3000,0.0,0.0,2016-11-01
122309,Georgios Papagiannis,C,SAC,3000,0.0,0.0,2016-11-01
122310,Anderson Varejao,C,GS,3000,0.36,0.0,2016-11-01
122311,JaVale McGee,C,GS,3000,0.68,4.5,2016-11-01
122312,Festus Ezeli,C,POR,3000,0.0,0.0,2016-11-01
122313,Damian Jones,C,GS,3000,0.0,0.0,2016-11-01
122314,Kevin Seraphin,C,IND,3000,11.89,7.25,2016-11-01
122315,Tarik Black,C,LAL,3000,10.61,19.0,2016-11-01
122316,Ivica Zubac,C,LAL,3000,0.0,0.0,2016-11-01
122317,Alexis Ajinca,C,NO,3000,5.82,6.5,2016-11-01
122318,Omer Asik,C,NO,3000,5.26,16.75,2016-11-01
122319,Miles Plumlee,C,MIL,3000,11.88,9.25,2016-11-01
122320,John Henson,C,MIL,3000,15.59,8.25,2016-11-01
122321,Jeff Withey,C,UTA,3000,1.5,8.5,2016-11-01
122322,Paul George,SF,IND,8300,40.74,48.25,2016-11-01
122323,Carmelo Anthony,SF,NY,7500,32.5,36.0,2016-11-01
122324,Gordon Hayward,SF,UTA,6800,0.0,0.0,2016-11-01
122325,Andrew Wiggins,SF,MIN,6400,29.73,26.25,2016-11-01
122326,Rudy Gay,SF,SAC,6200,35.02,50.0,2016-11-01
122327,Chandler Parsons,SF,MEM,6000,0.0,0.0,2016-11-01
122328,Marcus Morris,SF,DET,5300,30.56,31.5,2016-11-01
122329,Justise Winslow,SF,MIA,5200,28.24,25.25,2016-11-01
122330,Robert Covington,SF,PHI,4800,30.45,17.25,2016-11-01
122331,Luol Deng,SF,LAL,4700,21.36,18.5,2016-11-01
122332,Jerami Grant,SF,PHI,4000,0.0,0.0,2016-11-01
122333,Maurice Harkless,SF,POR,4000,23.27,12.5,2016-11-01
122334,Matt Barnes,SF,SAC,3900,23.14,13.5,2016-11-01
122335,Jonathon Simmons,SF,SA,3900,17.25,9.0,2016-11-01
122336,Brandon Ingram,SF,LAL,3800,11.39,6.75,2016-11-01
122337,Andre Iguodala,SF,GS,3700,15.72,24.75,2016-11-01
122338,Lance Stephenson,SF,NO,3600,19.02,9.25,2016-11-01
122339,Solomon Hill,SF,NO,3400,11.28,37.0,2016-11-01
122340,Stanley Johnson,SF,DET,3300,8.56,12.25,2016-11-01
122341,Michael Gbinije,SF,DET,3000,1.11,0.0,2016-11-01
122342,Mindaugas Kuzminskas,SF,NY,3000,4.35,0.0,2016-11-01
122343,Damjan Rudez,SF,ORL,3000,0.0,0.0,2016-11-01
122344,Ben Simmons,SF,PHI,3000,0.0,0.0,2016-11-01
122345,Pat Connaughton,SF,POR,3000,0.0,4.25,2016-11-01
122346,Metta World Peace,SF,LAL,3000,0.94,2.0,2016-11-01
122347,Georges Niang,SF,IND,3000,4.26,0.0,2016-11-01
122348,Glenn Robinson III,SF,IND,3000,7.91,0.0,2016-11-01
122349,Steve Novak,SF,MIL,3000,0.0,0.0,2016-11-01
122350,Quincy Pondexter,SF,NO,3000,0.0,0.0,2016-11-01
122351,Joe Ingles,SF,UTA,3000,13.41,12.25,2016-11-01
122352,Davis Bertans,SF,SA,3000,0.0,0.0,2016-11-01
122353,C.J. McCollum,PG/SG,POR,7200,36.65,25.0,2016-11-01
122354,Jordan Clarkson,PG/SG,LAL,5500,23.56,16.25,2016-11-01
122355,Tyler Johnson,PG/SG,MIA,4300,22.48,38.5,2016-11-01
122356,Matthew Dellavedova,PG/SG,MIL,4200,24.92,33.75,2016-11-01
122357,Garrett Temple,PG/SG,SAC,3000,10.91,10.5,2016-11-01
122358,Ian Clark,PG/SG,GS,3000,5.27,33.0,2016-11-01
122359,Rodney Stuckey,PG/SG,IND,3000,0.0,0.0,2016-11-01
122360,Kristaps Porzingis,PF,NY,7100,35.95,30.0,2016-11-01
122361,Julius Randle,PF,LAL,6300,35.04,22.0,2016-11-01
122362,Derrick Favors,PF,UTA,6200,27.19,16.25,2016-11-01
122363,Zach Randolph,PF,MEM,5900,32.6,3.5,2016-11-01
122364,Thaddeus Young,PF,IND,5700,29.88,33.0,2016-11-01
122365,JaMychal Green,PF,MEM,4600,27.01,13.5,2016-11-01
122366,Al-Farouq Aminu,PF,POR,4400,24.0,29.5,2016-11-01
122367,Mirza Teletovic,PF,MIL,3800,12.2,10.5,2016-11-01
122368,David Lee,PF,SA,3800,16.1,9.0,2016-11-01
122369,Jon Leuer,PF,DET,3700,19.21,19.5,2016-11-01
122370,Richaun Holmes,PF,PHI,3700,15.58,18.75,2016-11-01
122371,Terrence Jones,PF,NO,3600,10.76,0.0,2016-11-01
122372,Derrick Williams,PF,MIA,3400,0.0,0.0,2016-11-01
122373,Luke Babbitt,PF,MIA,3100,16.14,14.75,2016-11-01
122374,Maurice Ndour,PF,NY,3000,0.0,7.5,2016-11-01
122375,Henry Ellenson,PF,DET,3000,2.78,0.0,2016-11-01
122376,Jordan Hill,PF,MIN,3000,0.0,6.75,2016-11-01
122377,Nemanja Bjelica,PF,MIN,3000,10.94,20.0,2016-11-01
122378,Adreian Payne,PF,MIN,3000,0.0,0.0,2016-11-01
122379,Troy Williams,PF,MEM,3000,16.22,22.5,2016-11-01
122380,Deyonta Davis,PF,MEM,3000,1.52,30.0,2016-11-01
122381,Chris Bosh,PF,MIA,3000,0.0,0.0,2016-11-01
122382,Udonis Haslem,PF,MIA,3000,0.0,8.5,2016-11-01
122383,Omri Casspi,PF,SAC,3000,0.0,0.0,2016-11-01
122384,Skal Labissiere,PF,SAC,3000,0.0,0.0,2016-11-01
122385,Arinze Onuaku,PF,ORL,3000,0.0,0.0,2016-11-01
122386,Stephen Zimmerman Jr.,PF,ORL,3000,2.33,0.0,2016-11-01
122387,David West,PF,GS,3000,5.5,17.5,2016-11-01
122388,Meyers Leonard,PF,POR,3000,4.69,6.5,2016-11-01
122389,James Michael McAdoo,PF,GS,3000,0.0,6.25,2016-11-01
122390,Jake Layman,PF,POR,3000,0.0,24.25,2016-11-01
122391,Noah Vonleh,PF,POR,3000,5.9,9.75,2016-11-01
122392,Kevon Looney,PF,GS,3000,4.18,8.0,2016-11-01
122393,Lavoy Allen,PF,IND,3000,7.84,11.25,2016-11-01
122394,Thomas Robinson,PF,LAL,3000,0.0,0.0,2016-11-01
122395,Rakeem Christmas,PF,IND,3000,0.0,0.0,2016-11-01
122396,Cheick Diallo,PF,NO,3000,2.64,0.0,2016-11-01
122397,Thon Maker,PF,MIL,3000,1.26,0.0,2016-11-01
122398,Joel Bolomboy,PF,UTA,3000,5.1,0.0,2016-11-01
122399,Klay Thompson,SG,GS,6500,29.57,25.25,2016-11-01
122400,Tyreke Evans,SG,NO,6400,0.0,0.0,2016-11-01
122401,Evan Fournier,SG,ORL,6000,31.77,33.25,2016-11-01
122402,Zach LaVine,SG,MIN,5700,33.5,40.0,2016-11-01
122403,Rodney Hood,SG,UTA,5700,26.32,30.25,2016-11-01
122404,Monta Ellis,SG,IND,5400,29.72,28.0,2016-11-01
122405,Kentavious Caldwell-Pope,SG,DET,4600,23.55,30.75,2016-11-01
122406,Dion Waiters,SG,MIA,4200,23.04,36.0,2016-11-01
122407,Lou Williams,SG,LAL,4100,21.58,26.0,2016-11-01
122408,E'Twaun Moore,SG,NO,4000,20.53,22.5,2016-11-01
122409,Tony Allen,SG,MEM,3900,0.0,10.5,2016-11-01
122410,Danny Green,SG,SA,3900,0.0,0.0,2016-11-01
122411,Courtney Lee,SG,NY,3800,19.38,12.0,2016-11-01
122412,Vince Carter,SG,MEM,3800,18.18,16.0,2016-11-01
122413,Arron Afflalo,SG,SAC,3700,13.85,23.25,2016-11-01
122414,Manu Ginobili,SG,SA,3700,17.23,14.75,2016-11-01
122415,Nick Young,SG,LAL,3500,18.0,14.0,2016-11-01
122416,Buddy Hield,SG,NO,3500,6.75,10.5,2016-11-01
122417,Gerald Henderson,SG,PHI,3400,8.69,26.0,2016-11-01
122418,Malcolm Brogdon,SG,MIL,3100,10.04,29.5,2016-11-01
122419,Rashad Vaughn,SG,MIL,3100,14.58,10.75,2016-11-01
122420,Sasha Vujacic,SG,NY,3000,1.27,6.0,2016-11-01
122421,Reggie Bullock,SG,DET,3000,0.0,0.0,2016-11-01
122422,Darrun Hilliard,SG,DET,3000,0.34,0.0,2016-11-01
122423,Ron Baker,SG,NY,3000,0.0,0.0,2016-11-01
122424,Troy Daniels,SG,MEM,3000,1.82,1.5,2016-11-01
122425,Wayne Ellington,SG,MIA,3000,0.0,0.0,2016-11-01
122426,Rodney McGruder,SG,MIA,3000,8.05,2.75,2016-11-01
122427,Ben McLemore,SG,SAC,3000,12.45,8.25,2016-11-01
122428,Malachi Richardson,SG,SAC,3000,0.0,0.0,2016-11-01
122429,Jodie Meeks,SG,ORL,3000,0.0,0.0,2016-11-01
122430,C.J. Wilcox,SG,ORL,3000,3.95,1.5,2016-11-01
122431,Hollis Thompson,SG,PHI,3000,8.89,36.25,2016-11-01
122432,Nik Stauskas,SG,PHI,3000,15.31,3.5,2016-11-01
122433,Timothe Luwawu-Cabarrot,SG,PHI,3000,4.21,0.0,2016-11-01
122434,Joe Young,SG,IND,3000,9.07,0.0,2016-11-01
122435,Khris Middleton,SG,MIL,3000,0.0,0.0,2016-11-01
122436,Alec Burks,SG,UTA,3000,0.0,0.0,2016-11-01
122437,Joe Johnson,SG/SF,UTA,4900,23.92,21.75,2016-11-01
122438,James Ennis,SG/SF,MEM,4600,24.8,13.5,2016-11-01
122439,Josh Richardson,SG/SF,MIA,4500,0.0,0.0,2016-11-01
122440,Evan Turner,SG/SF,POR,4300,21.23,19.25,2016-11-01
122441,Allen Crabbe,SG/SF,POR,4000,22.05,4.75,2016-11-01
122442,Kyle Anderson,SG/SF,SA,3600,15.4,7.25,2016-11-01
122443,Tony Snell,SG/SF,MIL,3300,11.45,31.0,2016-11-01
122444,Mario Hezonja,SG/SF,ORL,3200,12.66,3.75,2016-11-01
122445,C.J. Miles,SG/SF,IND,3200,17.32,23.0,2016-11-01
122446,Justin Holiday,SG/SF,NY,3100,16.19,5.75,2016-11-01
122447,Brandon Rush,SG/SF,MIN,3000,5.15,13.75,2016-11-01
122448,Shabazz Muhammad,SG/SF,MIN,3000,8.07,14.0,2016-11-01
122449,Patrick McCaw,SG/SF,GS,3000,0.0,0.0,2016-11-01
129555,Anthony Davis,PF/C,NO,11500,58.17,50.5,2016-11-12
129556,LaMarcus Aldridge,PF/C,SA,6900,29.73,37.0,2016-11-12
129557,Myles Turner,PF/C,IND,6700,29.44,40.5,2016-11-12
129558,Gorgui Dieng,PF/C,MIN,6300,27.51,16.75,2016-11-12
129559,Taj Gibson,PF/C,CHI,5600,28.51,24.25,2016-11-12
129560,Jahlil Okafor,PF/C,PHI,5200,21.26,29.5,2016-11-12
129561,Nikola Jokic,PF/C,DEN,5200,16.5,12.75,2016-11-12
129562,Clint Capela,PF/C,HOU,4500,22.3,30.5,2016-11-12
129563,Amir Johnson,PF/C,BOS,4300,14.52,30.25,2016-11-12
129564,Marreese Speights,PF/C,LAC,3700,17.43,12.75,2016-11-12
129565,Trey Lyles,PF/C,UTA,3500,15.64,14.25,2016-11-12
129566,Montrezl Harrell,PF/C,HOU,3200,9.37,0.0,2016-11-12
129567,Luis Scola,PF/C,BKN,3100,12.67,18.75,2016-11-12
129568,Jarell Martin,PF/C,MEM,3000,10.03,10.0,2016-11-12
129569,Jason Smith,PF/C,WAS,3000,7.59,7.25,2016-11-12
129570,Brandon Bass,PF/C,LAC,3000,5.02,7.25,2016-11-12
129571,Boris Diaw,PF/C,UTA,3000,0.0,0.0,2016-11-12
129572,Kyle O'Quinn,PF/C,NY,3000,8.89,17.5,2016-11-12
129573,James Harden,PG/SG,HOU,11300,63.01,60.25,2016-11-12
129574,George Hill,PG/SG,UTA,6700,0.0,0.0,2016-11-12
129575,Tyler Johnson,PG/SG,MIA,5600,30.05,16.75,2016-11-12
129576,Marcus Smart,PG/SG,BOS,5200,28.79,16.5,2016-11-12
129577,Jordan Clarkson,PG/SG,LAL,5000,25.13,30.75,2016-11-12
129578,Matthew Dellavedova,PG/SG,MIL,4700,21.03,9.5,2016-11-12
129579,Brandon Knight,PG/SG,PHO,4400,17.68,22.25,2016-11-12
129580,Tim Hardaway Jr.,PG/SG,ATL,3800,15.55,27.25,2016-11-12
129581,Raymond Felton,PG/SG,LAC,3600,13.06,9.0,2016-11-12
129582,Andrew Harrison,PG/SG,MEM,3500,15.16,10.5,2016-11-12
129583,Jamal Murray,PG/SG,DEN,3200,14.44,10.75,2016-11-12
129584,Rodney Stuckey,PG/SG,IND,3000,0.0,0.0,2016-11-12
129585,Randy Foye,PG/SG,BKN,3000,6.1,19.25,2016-11-12
129586,Kawhi Leonard,SF,SA,9400,48.82,27.5,2016-11-12
129587,Paul George,SF,IND,7900,0.0,0.0,2016-11-12
129588,Gordon Hayward,SF,UTA,7400,40.32,42.25,2016-11-12
129589,Carmelo Anthony,SF,NY,7200,39.37,45.5,2016-11-12
129590,Otto Porter,SF,WAS,6800,34.71,18.0,2016-11-12
129591,T.J. Warren,SF,PHO,6700,35.14,32.25,2016-11-12
129592,Andrew Wiggins,SF,MIN,6400,35.72,32.5,2016-11-12
129593,Danilo Gallinari,SF,DEN,5800,26.02,25.0,2016-11-12
129594,Jae Crowder,SF,BOS,5700,0.0,0.0,2016-11-12
129595,Justise Winslow,SF,MIA,5500,24.64,23.0,2016-11-12
129596,Robert Covington,SF,PHI,5400,28.31,24.75,2016-11-12
129597,Chandler Parsons,SF,MEM,5200,10.87,23.0,2016-11-12
129598,Marcus Morris,SF,DET,5200,27.63,27.25,2016-11-12
129599,Trevor Ariza,SF,HOU,4800,25.36,30.5,2016-11-12
129600,Wilson Chandler,SF,DEN,4700,16.07,22.5,2016-11-12
129601,Thabo Sefolosha,SF,ATL,4500,21.05,15.0,2016-11-12
129602,Vince Carter,SF,MEM,4000,21.19,23.75,2016-11-12
129603,Rondae Hollis-Jefferson,SF,BKN,4000,20.72,46.25,2016-11-12
129604,Jaylen Brown,SF,BOS,3800,11.33,4.0,2016-11-12
